,tf_selection,tf_number,delta_magnitude,v_modulation,beta,tfs,delta,most_similar_cell,cosine_to_most_similar,cosine_to_target,time_to_converge
0,only,1,1,tmp,50,"('Ascl1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
1,only,1,1,tmp,50,"('Cxxc5',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
2,only,1,1,tmp,50,"('Egr1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
3,only,1,1,tmp,50,"('Etv1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
4,only,1,1,tmp,50,"('Foxa3',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
5,only,1,1,tmp,50,"('Foxo1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
6,only,1,1,tmp,50,"('Hey1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
7,only,1,1,tmp,50,"('Hmgn3',)","(1.0,)",smooth muscle cell,0.99230698,0.626644604,50
8,only,1,1,tmp,50,"('Isl1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
9,only,1,1,tmp,50,"('Klf5',)","(1.0,)",basal cell of epidermis,0.996909839,0.549150837,50
10,only,1,1,tmp,50,"('Lmo2',)","(1.0,)",endothelial cell,0.99990508,0.578858057,50
11,only,1,1,tmp,50,"('Mafa',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
12,only,1,1,tmp,50,"('Mef2c',)","(1.0,)",smooth muscle cell,0.992110517,0.626610657,50
13,only,1,1,tmp,50,"('Meis2',)","(1.0,)",fenestrated cell,0.999911503,0.586790909,50
14,only,1,1,tmp,50,"('Meis3',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
15,only,1,1,tmp,50,"('Myt1l',)","(1.0,)",neuron,0.988198502,0.988198502,16.73346693
16,only,1,1,tmp,50,"('Nfib',)","(1.0,)",stromal cell,0.995768356,0.621920149,50
17,only,1,1,tmp,50,"('Nfix',)","(1.0,)",stromal cell,0.995768354,0.621920128,50
18,only,1,1,tmp,50,"('Nr1d1',)","(1.0,)",stromal cell,0.995768425,0.621920648,50
19,only,1,1,tmp,50,"('Olig2',)","(1.0,)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
20,only,1,1,tmp,50,"('Peg3',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
21,only,1,1,tmp,50,"('Plagl1',)","(1.0,)",stromal cell,0.995768397,0.621920445,50
22,only,1,1,tmp,50,"('Pou3f2',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
23,only,1,1,tmp,50,"('Rora',)","(1.0,)",stromal cell,0.995768358,0.621920157,50
24,only,1,1,tmp,50,"('Sox5',)","(1.0,)",stromal cell,0.995768429,0.621920681,50
25,only,1,1,tmp,50,"('Sox9',)","(1.0,)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
26,only,1,1,tmp,50,"('Tcf4',)","(1.0,)",fenestrated cell,0.999911503,0.586790909,50
27,only,1,1,tmp,50,"('Trps1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
28,only,1,1,tmp,50,"('Tsc22d1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
29,only,1,1,tmp,50,"('Zbtb16',)","(1.0,)",stromal cell,0.995768338,0.621920017,50
30,only,1,1,tmp,50,"('Zeb1',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
31,only,1,1,tmp,50,"('Zeb2',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
32,only,1,1,tmp,50,"('Zfp536',)","(1.0,)",fibroblast,0.999976209,0.636057541,50
33,only,1,1,tmp,50,"('Zfp612',)","(1.0,)",mesothelial cell,0.999999993,0.566076881,50
34,only,1,1,tmp,50,"('Zfp9',)","(1.0,)",stromal cell,0.99576837,0.621920253,50
35,only,2,1,tmp,50,"('Ascl1', 'Cxxc5')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
36,only,2,1,tmp,50,"('Ascl1', 'Egr1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
37,only,2,1,tmp,50,"('Ascl1', 'Etv1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
38,only,2,1,tmp,50,"('Ascl1', 'Foxa3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
39,only,2,1,tmp,50,"('Ascl1', 'Foxo1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
40,only,2,1,tmp,50,"('Ascl1', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
41,only,2,1,tmp,50,"('Ascl1', 'Hmgn3')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
42,only,2,1,tmp,50,"('Ascl1', 'Isl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
43,only,2,1,tmp,50,"('Ascl1', 'Klf5')","(1.0, 1.0)",basal cell of epidermis,0.996909838,0.549150834,50
44,only,2,1,tmp,50,"('Ascl1', 'Lmo2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
45,only,2,1,tmp,50,"('Ascl1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
46,only,2,1,tmp,50,"('Ascl1', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992110522,0.626610658,50
47,only,2,1,tmp,50,"('Ascl1', 'Meis2')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
48,only,2,1,tmp,50,"('Ascl1', 'Meis3')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
49,only,2,1,tmp,50,"('Ascl1', 'Myt1l')","(1.0, 1.0)",neuron,0.988210131,0.988210131,17.13426854
50,only,2,1,tmp,50,"('Ascl1', 'Nfib')","(1.0, 1.0)",neuronal stem cell,1,0.786715334,50
51,only,2,1,tmp,50,"('Ascl1', 'Nfix')","(1.0, 1.0)",neuronal stem cell,1,0.786715334,50
52,only,2,1,tmp,50,"('Ascl1', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.995768425,0.621920648,50
53,only,2,1,tmp,50,"('Ascl1', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
54,only,2,1,tmp,50,"('Ascl1', 'Peg3')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
55,only,2,1,tmp,50,"('Ascl1', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768397,0.621920447,50
56,only,2,1,tmp,50,"('Ascl1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
57,only,2,1,tmp,50,"('Ascl1', 'Rora')","(1.0, 1.0)",stromal cell,0.995768357,0.621920155,50
58,only,2,1,tmp,50,"('Ascl1', 'Sox5')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
59,only,2,1,tmp,50,"('Ascl1', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
60,only,2,1,tmp,50,"('Ascl1', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
61,only,2,1,tmp,50,"('Ascl1', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
62,only,2,1,tmp,50,"('Ascl1', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
63,only,2,1,tmp,50,"('Ascl1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768338,0.621920014,50
64,only,2,1,tmp,50,"('Ascl1', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
65,only,2,1,tmp,50,"('Ascl1', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
66,only,2,1,tmp,50,"('Ascl1', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
67,only,2,1,tmp,50,"('Ascl1', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
68,only,2,1,tmp,50,"('Ascl1', 'Zfp9')","(1.0, 1.0)",stromal cell,0.99576837,0.62192025,50
69,only,2,1,tmp,50,"('Cxxc5', 'Egr1')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
70,only,2,1,tmp,50,"('Cxxc5', 'Etv1')","(1.0, 1.0)",pancreatic PP cell,0.994791952,0.723259112,50
71,only,2,1,tmp,50,"('Cxxc5', 'Foxa3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
72,only,2,1,tmp,50,"('Cxxc5', 'Foxo1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
73,only,2,1,tmp,50,"('Cxxc5', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
74,only,2,1,tmp,50,"('Cxxc5', 'Hmgn3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
75,only,2,1,tmp,50,"('Cxxc5', 'Isl1')","(1.0, 1.0)",pancreatic D cell,0.999748392,0.764338616,50
76,only,2,1,tmp,50,"('Cxxc5', 'Klf5')","(1.0, 1.0)",enteroendocrine cell,0.999992526,0.588293552,50
77,only,2,1,tmp,50,"('Cxxc5', 'Lmo2')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
78,only,2,1,tmp,50,"('Cxxc5', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
79,only,2,1,tmp,50,"('Cxxc5', 'Mef2c')","(1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
80,only,2,1,tmp,50,"('Cxxc5', 'Meis2')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
81,only,2,1,tmp,50,"('Cxxc5', 'Meis3')","(1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
82,only,2,1,tmp,50,"('Cxxc5', 'Myt1l')","(1.0, 1.0)",neuron,0.989350486,0.989350486,17.13426854
83,only,2,1,tmp,50,"('Cxxc5', 'Nfib')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
84,only,2,1,tmp,50,"('Cxxc5', 'Nfix')","(1.0, 1.0)",stromal cell,0.99576836,0.621920174,50
85,only,2,1,tmp,50,"('Cxxc5', 'Nr1d1')","(1.0, 1.0)",kidney tubule cell,0.999999998,0.539198182,50
86,only,2,1,tmp,50,"('Cxxc5', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
87,only,2,1,tmp,50,"('Cxxc5', 'Peg3')","(1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
88,only,2,1,tmp,50,"('Cxxc5', 'Plagl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
89,only,2,1,tmp,50,"('Cxxc5', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
90,only,2,1,tmp,50,"('Cxxc5', 'Rora')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
91,only,2,1,tmp,50,"('Cxxc5', 'Sox5')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
92,only,2,1,tmp,50,"('Cxxc5', 'Sox9')","(1.0, 1.0)",pancreatic ductal cell,1,0.551234058,50
93,only,2,1,tmp,50,"('Cxxc5', 'Tcf4')","(1.0, 1.0)",Fraction A pre-pro B cell,1,0.483421061,50
94,only,2,1,tmp,50,"('Cxxc5', 'Trps1')","(1.0, 1.0)",kidney tubule cell,0.999999998,0.539198182,50
95,only,2,1,tmp,50,"('Cxxc5', 'Tsc22d1')","(1.0, 1.0)",kidney tubule cell,0.999999998,0.539198182,50
96,only,2,1,tmp,50,"('Cxxc5', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768345,0.621920063,50
97,only,2,1,tmp,50,"('Cxxc5', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
98,only,2,1,tmp,50,"('Cxxc5', 'Zeb2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
99,only,2,1,tmp,50,"('Cxxc5', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
100,only,2,1,tmp,50,"('Cxxc5', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
101,only,2,1,tmp,50,"('Cxxc5', 'Zfp9')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
102,only,2,1,tmp,50,"('Egr1', 'Etv1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
103,only,2,1,tmp,50,"('Egr1', 'Foxa3')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
104,only,2,1,tmp,50,"('Egr1', 'Foxo1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
105,only,2,1,tmp,50,"('Egr1', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
106,only,2,1,tmp,50,"('Egr1', 'Hmgn3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
107,only,2,1,tmp,50,"('Egr1', 'Isl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
108,only,2,1,tmp,50,"('Egr1', 'Klf5')","(1.0, 1.0)",epidermal cell,0.995349649,0.525188596,50
109,only,2,1,tmp,50,"('Egr1', 'Lmo2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
110,only,2,1,tmp,50,"('Egr1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
111,only,2,1,tmp,50,"('Egr1', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992398328,0.626660007,50
112,only,2,1,tmp,50,"('Egr1', 'Meis2')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
113,only,2,1,tmp,50,"('Egr1', 'Meis3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
114,only,2,1,tmp,50,"('Egr1', 'Myt1l')","(1.0, 1.0)",neuron,0.988396682,0.988396682,17.03406814
115,only,2,1,tmp,50,"('Egr1', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768376,0.621920302,50
116,only,2,1,tmp,50,"('Egr1', 'Nfix')","(1.0, 1.0)",stromal cell,0.99576838,0.62192033,50
117,only,2,1,tmp,50,"('Egr1', 'Nr1d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
118,only,2,1,tmp,50,"('Egr1', 'Olig2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
119,only,2,1,tmp,50,"('Egr1', 'Peg3')","(1.0, 1.0)",pancreatic PP cell,0.994791957,0.723259119,50
120,only,2,1,tmp,50,"('Egr1', 'Plagl1')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
121,only,2,1,tmp,50,"('Egr1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
122,only,2,1,tmp,50,"('Egr1', 'Rora')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
123,only,2,1,tmp,50,"('Egr1', 'Sox5')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
124,only,2,1,tmp,50,"('Egr1', 'Sox9')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
125,only,2,1,tmp,50,"('Egr1', 'Tcf4')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
126,only,2,1,tmp,50,"('Egr1', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
127,only,2,1,tmp,50,"('Egr1', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
128,only,2,1,tmp,50,"('Egr1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768366,0.621920222,50
129,only,2,1,tmp,50,"('Egr1', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
130,only,2,1,tmp,50,"('Egr1', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
131,only,2,1,tmp,50,"('Egr1', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
132,only,2,1,tmp,50,"('Egr1', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
133,only,2,1,tmp,50,"('Egr1', 'Zfp9')","(1.0, 1.0)",pancreatic acinar cell,1,0.570045168,50
134,only,2,1,tmp,50,"('Etv1', 'Foxa3')","(1.0, 1.0)",pancreatic PP cell,0.994791949,0.723259107,50
135,only,2,1,tmp,50,"('Etv1', 'Foxo1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
136,only,2,1,tmp,50,"('Etv1', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
137,only,2,1,tmp,50,"('Etv1', 'Hmgn3')","(1.0, 1.0)",pancreatic PP cell,0.994791903,0.723259038,50
138,only,2,1,tmp,50,"('Etv1', 'Isl1')","(1.0, 1.0)",pancreatic PP cell,0.994791899,0.723259031,50
139,only,2,1,tmp,50,"('Etv1', 'Klf5')","(1.0, 1.0)",enteroendocrine cell,0.999992526,0.588293552,50
140,only,2,1,tmp,50,"('Etv1', 'Lmo2')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
141,only,2,1,tmp,50,"('Etv1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
142,only,2,1,tmp,50,"('Etv1', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992094761,0.626607886,50
143,only,2,1,tmp,50,"('Etv1', 'Meis2')","(1.0, 1.0)",pancreatic PP cell,0.994791942,0.723259097,50
144,only,2,1,tmp,50,"('Etv1', 'Meis3')","(1.0, 1.0)",pancreatic PP cell,0.994791889,0.723259016,50
145,only,2,1,tmp,50,"('Etv1', 'Myt1l')","(1.0, 1.0)",neuron,0.988512546,0.988512546,17.13426854
146,only,2,1,tmp,50,"('Etv1', 'Nfib')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
147,only,2,1,tmp,50,"('Etv1', 'Nfix')","(1.0, 1.0)",oligodendrocyte,0.999999997,0.54378308,50
148,only,2,1,tmp,50,"('Etv1', 'Nr1d1')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
149,only,2,1,tmp,50,"('Etv1', 'Olig2')","(1.0, 1.0)",oligodendrocyte,0.999999997,0.54378308,50
150,only,2,1,tmp,50,"('Etv1', 'Peg3')","(1.0, 1.0)",pancreatic PP cell,0.994791954,0.723259115,50
151,only,2,1,tmp,50,"('Etv1', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768393,0.621920414,50
152,only,2,1,tmp,50,"('Etv1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
153,only,2,1,tmp,50,"('Etv1', 'Rora')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
154,only,2,1,tmp,50,"('Etv1', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768415,0.621920577,50
155,only,2,1,tmp,50,"('Etv1', 'Sox9')","(1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
156,only,2,1,tmp,50,"('Etv1', 'Tcf4')","(1.0, 1.0)",oligodendrocyte,0.999999997,0.54378308,50
157,only,2,1,tmp,50,"('Etv1', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
158,only,2,1,tmp,50,"('Etv1', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
159,only,2,1,tmp,50,"('Etv1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768346,0.621920075,50
160,only,2,1,tmp,50,"('Etv1', 'Zeb1')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
161,only,2,1,tmp,50,"('Etv1', 'Zeb2')","(1.0, 1.0)",oligodendrocyte,0.999999997,0.54378308,50
162,only,2,1,tmp,50,"('Etv1', 'Zfp536')","(1.0, 1.0)",oligodendrocyte,0.999999997,0.54378308,50
163,only,2,1,tmp,50,"('Etv1', 'Zfp612')","(1.0, 1.0)",pancreatic PP cell,0.994791903,0.723259037,50
164,only,2,1,tmp,50,"('Etv1', 'Zfp9')","(1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
165,only,2,1,tmp,50,"('Foxa3', 'Foxo1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
166,only,2,1,tmp,50,"('Foxa3', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
167,only,2,1,tmp,50,"('Foxa3', 'Hmgn3')","(1.0, 1.0)",enteroendocrine cell,0.999992526,0.588293552,50
168,only,2,1,tmp,50,"('Foxa3', 'Isl1')","(1.0, 1.0)",pancreatic PP cell,0.994791943,0.723259099,50
169,only,2,1,tmp,50,"('Foxa3', 'Klf5')","(1.0, 1.0)",large intestine goblet cell,0.99148245,0.472835942,50
170,only,2,1,tmp,50,"('Foxa3', 'Lmo2')","(1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
171,only,2,1,tmp,50,"('Foxa3', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
172,only,2,1,tmp,50,"('Foxa3', 'Mef2c')","(1.0, 1.0)",smooth muscle cell,0.992110918,0.626610727,50
173,only,2,1,tmp,50,"('Foxa3', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
174,only,2,1,tmp,50,"('Foxa3', 'Meis3')","(1.0, 1.0)",enteroendocrine cell,0.999992526,0.588293552,50
175,only,2,1,tmp,50,"('Foxa3', 'Myt1l')","(1.0, 1.0)",neuron,0.988160229,0.988160229,17.13426854
176,only,2,1,tmp,50,"('Foxa3', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768358,0.621920156,50
177,only,2,1,tmp,50,"('Foxa3', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768356,0.621920145,50
178,only,2,1,tmp,50,"('Foxa3', 'Nr1d1')","(1.0, 1.0)",stromal cell,0.99576842,0.62192061,50
179,only,2,1,tmp,50,"('Foxa3', 'Olig2')","(1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
180,only,2,1,tmp,50,"('Foxa3', 'Peg3')","(1.0, 1.0)",pancreatic PP cell,0.994791964,0.72325913,50
181,only,2,1,tmp,50,"('Foxa3', 'Plagl1')","(1.0, 1.0)",stromal cell,0.995768395,0.621920429,50
182,only,2,1,tmp,50,"('Foxa3', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
183,only,2,1,tmp,50,"('Foxa3', 'Rora')","(1.0, 1.0)",stromal cell,0.995768358,0.621920162,50
184,only,2,1,tmp,50,"('Foxa3', 'Sox5')","(1.0, 1.0)",stromal cell,0.995768425,0.621920647,50
185,only,2,1,tmp,50,"('Foxa3', 'Sox9')","(1.0, 1.0)",large intestine goblet cell,0.991489352,0.472837812,50
186,only,2,1,tmp,50,"('Foxa3', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
187,only,2,1,tmp,50,"('Foxa3', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
188,only,2,1,tmp,50,"('Foxa3', 'Tsc22d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
189,only,2,1,tmp,50,"('Foxa3', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.99576834,0.621920028,50
190,only,2,1,tmp,50,"('Foxa3', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
191,only,2,1,tmp,50,"('Foxa3', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
192,only,2,1,tmp,50,"('Foxa3', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
193,only,2,1,tmp,50,"('Foxa3', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
194,only,2,1,tmp,50,"('Foxa3', 'Zfp9')","(1.0, 1.0)",stromal cell,0.995768366,0.621920224,50
195,only,2,1,tmp,50,"('Foxo1', 'Hey1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
196,only,2,1,tmp,50,"('Foxo1', 'Hmgn3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
197,only,2,1,tmp,50,"('Foxo1', 'Isl1')","(1.0, 1.0)",pancreatic PP cell,0.99479198,0.723259155,50
198,only,2,1,tmp,50,"('Foxo1', 'Klf5')","(1.0, 1.0)",basal cell of epidermis,0.9969246,0.549181543,50
199,only,2,1,tmp,50,"('Foxo1', 'Lmo2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
200,only,2,1,tmp,50,"('Foxo1', 'Mafa')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
201,only,2,1,tmp,50,"('Foxo1', 'Mef2c')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
202,only,2,1,tmp,50,"('Foxo1', 'Meis2')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
203,only,2,1,tmp,50,"('Foxo1', 'Meis3')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
204,only,2,1,tmp,50,"('Foxo1', 'Myt1l')","(1.0, 1.0)",neuron,0.989448838,0.989448838,17.13426854
205,only,2,1,tmp,50,"('Foxo1', 'Nfib')","(1.0, 1.0)",stromal cell,0.995768359,0.621920165,50
206,only,2,1,tmp,50,"('Foxo1', 'Nfix')","(1.0, 1.0)",stromal cell,0.995768358,0.621920163,50
207,only,2,1,tmp,50,"('Foxo1', 'Nr1d1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
208,only,2,1,tmp,50,"('Foxo1', 'Olig2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
209,only,2,1,tmp,50,"('Foxo1', 'Peg3')","(1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
210,only,2,1,tmp,50,"('Foxo1', 'Plagl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
211,only,2,1,tmp,50,"('Foxo1', 'Pou3f2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
212,only,2,1,tmp,50,"('Foxo1', 'Rora')","(1.0, 1.0)",stromal cell,0.995768359,0.621920168,50
213,only,2,1,tmp,50,"('Foxo1', 'Sox5')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
214,only,2,1,tmp,50,"('Foxo1', 'Sox9')","(1.0, 1.0)",astrocyte of the cerebral cortex,0.999891994,0.675834893,50
215,only,2,1,tmp,50,"('Foxo1', 'Tcf4')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
216,only,2,1,tmp,50,"('Foxo1', 'Trps1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
217,only,2,1,tmp,50,"('Foxo1', 'Tsc22d1')","(1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
218,only,2,1,tmp,50,"('Foxo1', 'Zbtb16')","(1.0, 1.0)",stromal cell,0.995768348,0.621920087,50
219,only,2,1,tmp,50,"('Foxo1', 'Zeb1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
220,only,2,1,tmp,50,"('Foxo1', 'Zeb2')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
221,only,2,1,tmp,50,"('Foxo1', 'Zfp536')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
222,only,2,1,tmp,50,"('Foxo1', 'Zfp612')","(1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
223,only,2,1,tmp,50,"('Foxo1', 'Zfp9')","(1.0, 1.0)",stromal cell,0.995768371,0.621920258,50
224,only,2,1,tmp,50,"('Hey1', 'Hmgn3')","(1.0, 1.0)",smooth muscle cell,0.992748785,0.626716755,50
225,only,2,1,tmp,50,"('Hey1', 'Isl1')","(1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
