,tf_selection,tf_number,delta_magnitude,v_modulation,beta,tfs,delta,most_similar_cell,cosine_to_most_similar,cosine_to_target,time_to_converge
5068,only,3,1,tmp,50,"('Lmo2', 'Plagl1', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5069,only,3,1,tmp,50,"('Lmo2', 'Plagl1', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5070,only,3,1,tmp,50,"('Lmo2', 'Plagl1', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768434,0.621920714,50
5071,only,3,1,tmp,50,"('Lmo2', 'Plagl1', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
5072,only,3,1,tmp,50,"('Lmo2', 'Plagl1', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5073,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Rora')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5074,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Sox5')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5075,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Sox9')","(1.0, 1.0, 1.0)",astrocyte of the cerebral cortex,0.999891994,0.675834893,50
5076,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Tcf4')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5077,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Trps1')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5078,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Tsc22d1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5079,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768332,0.621919971,50
5080,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zeb1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5081,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5082,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zfp536')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5083,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zfp612')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5084,only,3,1,tmp,50,"('Lmo2', 'Pou3f2', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5085,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Sox5')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5086,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Sox9')","(1.0, 1.0, 1.0)",stromal cell,0.995768353,0.62192012,50
5087,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Tcf4')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5088,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768344,0.621920057,50
5089,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Tsc22d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5090,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768332,0.621919969,50
5091,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5092,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5093,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5094,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zfp612')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5095,only,3,1,tmp,50,"('Lmo2', 'Rora', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5096,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Sox9')","(1.0, 1.0, 1.0)",Bergmann glial cell,0.999891996,0.661352816,50
5097,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Tcf4')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5098,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768431,0.621920692,50
5099,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Tsc22d1')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5100,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768334,0.621919986,50
5101,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5102,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5103,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768442,0.621920774,50
5104,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zfp612')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5105,only,3,1,tmp,50,"('Lmo2', 'Sox5', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5106,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Tcf4')","(1.0, 1.0, 1.0)",astrocyte of the cerebral cortex,0.999891994,0.675834893,50
5107,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Trps1')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
5108,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Tsc22d1')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5109,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768335,0.621919989,50
5110,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zeb1')","(1.0, 1.0, 1.0)",astrocyte of the cerebral cortex,0.999891994,0.675834893,50
5111,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5112,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zfp536')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
5113,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zfp612')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
5114,only,3,1,tmp,50,"('Lmo2', 'Sox9', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5115,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Trps1')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5116,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Tsc22d1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5117,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zbtb16')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5118,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zeb1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5119,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5120,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zfp536')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5121,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zfp612')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5122,only,3,1,tmp,50,"('Lmo2', 'Tcf4', 'Zfp9')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5123,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Tsc22d1')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5124,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768333,0.621919973,50
5125,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zeb1')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5126,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zeb2')","(1.0, 1.0, 1.0)",leukocyte,0.9938607,0.435525157,50
5127,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zfp536')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5128,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zfp612')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5129,only,3,1,tmp,50,"('Lmo2', 'Trps1', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5130,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zbtb16')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5131,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zeb1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5132,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5133,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zfp536')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5134,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zfp612')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5135,only,3,1,tmp,50,"('Lmo2', 'Tsc22d1', 'Zfp9')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5136,only,3,1,tmp,50,"('Lmo2', 'Zbtb16', 'Zeb1')","(1.0, 1.0, 1.0)",stromal cell,0.99576833,0.621919957,50
5137,only,3,1,tmp,50,"('Lmo2', 'Zbtb16', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5138,only,3,1,tmp,50,"('Lmo2', 'Zbtb16', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768333,0.621919975,50
5139,only,3,1,tmp,50,"('Lmo2', 'Zbtb16', 'Zfp612')","(1.0, 1.0, 1.0)",stromal cell,0.995768332,0.621919972,50
5140,only,3,1,tmp,50,"('Lmo2', 'Zbtb16', 'Zfp9')","(1.0, 1.0, 1.0)",stromal cell,0.995768334,0.621919985,50
5141,only,3,1,tmp,50,"('Lmo2', 'Zeb1', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5142,only,3,1,tmp,50,"('Lmo2', 'Zeb1', 'Zfp536')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5143,only,3,1,tmp,50,"('Lmo2', 'Zeb1', 'Zfp612')","(1.0, 1.0, 1.0)",hematopoietic stem cell,1,0.519446813,50
5144,only,3,1,tmp,50,"('Lmo2', 'Zeb1', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5145,only,3,1,tmp,50,"('Lmo2', 'Zeb2', 'Zfp536')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5146,only,3,1,tmp,50,"('Lmo2', 'Zeb2', 'Zfp612')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5147,only,3,1,tmp,50,"('Lmo2', 'Zeb2', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5148,only,3,1,tmp,50,"('Lmo2', 'Zfp536', 'Zfp612')","(1.0, 1.0, 1.0)",neuron,0.989942163,0.989942163,17.43486974
5149,only,3,1,tmp,50,"('Lmo2', 'Zfp536', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5150,only,3,1,tmp,50,"('Lmo2', 'Zfp612', 'Zfp9')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5151,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Meis2')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5152,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Meis3')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992085283,0.626606217,50
5153,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Myt1l')","(1.0, 1.0, 1.0)",neuron,0.988756288,0.988756288,17.33466934
5154,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Nfib')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992771597,0.626720317,50
5155,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Nfix')","(1.0, 1.0, 1.0)",stromal cell,0.995768358,0.621920157,50
5156,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Nr1d1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992115671,0.626611561,50
5157,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Olig2')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992108711,0.62661034,50
5158,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Peg3')","(1.0, 1.0, 1.0)",neuron,0.988457432,0.988457432,17.33466934
5159,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Plagl1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992116607,0.626611726,50
5160,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Pou3f2')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992109555,0.626610488,50
5161,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Rora')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992098113,0.626608476,50
5162,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Sox5')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992104624,0.626609621,50
5163,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Sox9')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992126855,0.626613522,50
5164,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Tcf4')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5165,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Trps1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992113586,0.626611196,50
5166,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Tsc22d1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992080285,0.626605335,50
5167,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zbtb16')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992104948,0.626609678,50
5168,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zeb1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992120113,0.626612341,50
5169,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zeb2')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992120885,0.626612476,50
5170,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zfp536')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992110674,0.626610684,50
5171,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zfp612')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992104,0.626609512,50
5172,only,3,1,tmp,50,"('Mafa', 'Mef2c', 'Zfp9')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992096006,0.626608106,50
5173,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Meis3')","(1.0, 1.0, 1.0)",lung neuroendocrine cell,1,0.584406519,50
5174,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Myt1l')","(1.0, 1.0, 1.0)",neuron,0.988543412,0.988543412,17.33466934
5175,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Nfib')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5176,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Nfix')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
5177,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Nr1d1')","(1.0, 1.0, 1.0)",stromal cell,0.995768454,0.621920861,50
5178,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Olig2')","(1.0, 1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
5179,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Peg3')","(1.0, 1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
5180,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Plagl1')","(1.0, 1.0, 1.0)",stromal cell,0.995768447,0.621920811,50
5181,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Pou3f2')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5182,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.995768391,0.621920404,50
5183,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.995768453,0.621920852,50
5184,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Sox9')","(1.0, 1.0, 1.0)",pancreatic ductal cell,1,0.551234058,50
5185,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Tcf4')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5186,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Trps1')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
5187,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Tsc22d1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5188,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768346,0.621920073,50
5189,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zeb1')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5190,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zeb2')","(1.0, 1.0, 1.0)",endothelial cell of hepatic sinusoid,0.999999997,0.506164564,50
5191,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zfp536')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5192,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
5193,only,3,1,tmp,50,"('Mafa', 'Meis2', 'Zfp9')","(1.0, 1.0, 1.0)",stromal cell,0.995768428,0.621920671,50
5194,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Myt1l')","(1.0, 1.0, 1.0)",neuron,0.988105977,0.988105977,17.33466934
5195,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Nfib')","(1.0, 1.0, 1.0)",stromal cell,0.995768358,0.62192016,50
5196,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Nfix')","(1.0, 1.0, 1.0)",stromal cell,0.995768361,0.621920185,50
5197,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Nr1d1')","(1.0, 1.0, 1.0)",stromal cell,0.995768438,0.621920744,50
5198,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Olig2')","(1.0, 1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
5199,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Peg3')","(1.0, 1.0, 1.0)",type B pancreatic cell,0.999958061,0.732562931,50
5200,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Plagl1')","(1.0, 1.0, 1.0)",stromal cell,0.995768428,0.62192067,50
5201,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Pou3f2')","(1.0, 1.0, 1.0)",fibroblast,0.999976209,0.636057541,50
5202,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.995768359,0.621920164,50
5203,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.995768436,0.621920733,50
5204,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Sox9')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
5205,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Tcf4')","(1.0, 1.0, 1.0)",fenestrated cell,0.999911503,0.586790909,50
5206,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Trps1')","(1.0, 1.0, 1.0)",epithelial cell,0.999970406,0.602715611,50
5207,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Tsc22d1')","(1.0, 1.0, 1.0)",smooth muscle cell,0.992132071,0.626614435,50
5208,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768339,0.621920024,50
5209,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zeb1')","(1.0, 1.0, 1.0)",stromal cell,0.995768364,0.621920206,50
5210,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zeb2')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5211,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zfp536')","(1.0, 1.0, 1.0)",stromal cell,0.995768396,0.621920437,50
5212,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zfp612')","(1.0, 1.0, 1.0)",mesothelial cell,0.999999993,0.566076881,50
5213,only,3,1,tmp,50,"('Mafa', 'Meis3', 'Zfp9')","(1.0, 1.0, 1.0)",stromal cell,0.995768377,0.621920312,50
5214,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Nfib')","(1.0, 1.0, 1.0)",stromal cell,0.995768357,0.621920149,50
5215,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Nfix')","(1.0, 1.0, 1.0)",neuron,0.988571616,0.988571616,17.33466934
5216,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Nr1d1')","(1.0, 1.0, 1.0)",neuron,0.989030162,0.989030162,17.33466934
5217,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Olig2')","(1.0, 1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
5218,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Peg3')","(1.0, 1.0, 1.0)",neuron,0.989149816,0.989149816,17.33466934
5219,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Plagl1')","(1.0, 1.0, 1.0)",neuron,0.989926926,0.989926926,17.43486974
5220,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Pou3f2')","(1.0, 1.0, 1.0)",neuron,0.989926718,0.989926718,17.43486974
5221,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Rora')","(1.0, 1.0, 1.0)",neuron,0.988162141,0.988162141,17.33466934
5222,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Sox5')","(1.0, 1.0, 1.0)",neuron,0.98985258,0.98985258,17.43486974
5223,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Sox9')","(1.0, 1.0, 1.0)",luminal epithelial cell of mammary gland,0.999970923,0.465263418,50
5224,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Tcf4')","(1.0, 1.0, 1.0)",neuron,0.989004362,0.989004362,17.33466934
5225,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Trps1')","(1.0, 1.0, 1.0)",neuron,0.98793695,0.98793695,17.33466934
5226,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Tsc22d1')","(1.0, 1.0, 1.0)",neuron,0.989737788,0.989737788,17.33466934
5227,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768338,0.621920016,50
5228,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zeb1')","(1.0, 1.0, 1.0)",neuron,0.988271472,0.988271472,17.33466934
5229,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zeb2')","(1.0, 1.0, 1.0)",neuron,0.988031251,0.988031251,17.33466934
5230,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zfp536')","(1.0, 1.0, 1.0)",neuron,0.9880064,0.9880064,17.33466934
5231,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zfp612')","(1.0, 1.0, 1.0)",neuron,0.988607847,0.988607847,17.33466934
5232,only,3,1,tmp,50,"('Mafa', 'Myt1l', 'Zfp9')","(1.0, 1.0, 1.0)",neuron,0.989993117,0.989993117,17.43486974
5233,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Nfix')","(1.0, 1.0, 1.0)",neuronal stem cell,1,0.786715334,50
5234,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Nr1d1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
5235,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Olig2')","(1.0, 1.0, 1.0)",oligodendrocyte precursor cell,0.999999997,0.689420806,50
5236,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Peg3')","(1.0, 1.0, 1.0)",stromal cell,0.995768359,0.62192017,50
5237,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Plagl1')","(1.0, 1.0, 1.0)",stromal cell,0.995768358,0.621920159,50
5238,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Pou3f2')","(1.0, 1.0, 1.0)",stromal cell,0.995768357,0.621920149,50
5239,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Rora')","(1.0, 1.0, 1.0)",stromal cell,0.995768357,0.62192015,50
5240,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Sox5')","(1.0, 1.0, 1.0)",stromal cell,0.99576836,0.621920177,50
5241,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Sox9')","(1.0, 1.0, 1.0)",keratinocyte stem cell,0.999950105,0.485208118,50
5242,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Tcf4')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5243,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Trps1')","(1.0, 1.0, 1.0)",stromal cell,0.995768357,0.621920155,50
5244,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Tsc22d1')","(1.0, 1.0, 1.0)",endothelial cell,0.99990508,0.578858057,50
5245,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Zbtb16')","(1.0, 1.0, 1.0)",stromal cell,0.995768338,0.621920013,50
5246,only,3,1,tmp,50,"('Mafa', 'Nfib', 'Zeb1')","(1.0, 1.0, 1.0)",pancreatic stellate cell,0.99997215,0.683056104,50
