"","cell_ontology_class","Aff4","Arid1a","Arid4a","Arid4b","Arid5b","Atf3","Atf4","Baz2b","Bclaf1","Carhsp1","Cdc5l","Cebpb","Cebpd","Cebpg","Cnbp","Creb3","Csde1","Csrnp1","Ctcf","Cux1","Egr1","Elf1","Ets1","Ets2","Fos","Fosb","Fosl2","Foxn3","Foxo1","Foxp1","Gatad1","Gatad2a","Gpbp1","Gtf2i","Hbp1","Hif1a","Hmgb1","Hmgb2","Id2","Id3","Irf1","Irf3","Irf8","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf6","Klf9","Litaf","Lrrfip1","Maf1","Max","Mbd3","Mef2a","Mef2c","Mier1","Mta2","Mxd4","Myc","Mysm1","Ncor1","Nfe2l2","Nfia","Nfib","Nfic","Nfix","Nme2","Nr3c1","Nr4a1","Pbrm1","Phb","Pias1","Preb","Pura","Purb","Rbck1","Rela","Smarce1","Son","Sox4","Sp100","Sp3","Ssrp1","Stat3","Stat6","Sub1","Tax1bp1","Tcf25","Tcf4","Tcf7l2","Tgif1","Tmf1","Trp53","Tsc22d1","Tsc22d3","Tsc22d4","Ubtf","Vezf1","Xbp1","Ybx1","Zbtb20","Zbtb7a","Zfp148","Zfp207","Zfp36l1","Zfp36l2","Zfp706","Zmiz1"
"24","epithelial cell",0.115140991734838,0.104624688155606,0.0803132395696763,0.101999588283768,0.126117241794445,0.148209228460946,0.101579344142427,0.1051743074435,0.12443831974342,0.0762446963008054,0.0900489030731233,0.11188769362804,0.12477901804601,0.0999730612982947,0.105491178468318,0.113474921366979,0.114024402608937,0.13140320047158,0.0956091425605411,0.11407697256171,0.128028938377221,0.109573198063213,0.072889020089929,0.0980235686127893,0.144931993204332,0.175000671864755,0.103729589691865,0.0962153862548404,0.100390696386765,0.087644842963167,0.147828405395938,0.110204891897231,0.10798005390209,0.0976014598972541,0.112205126307077,0.104068832491297,0.104493305121742,0.0757150541805968,0.107837034565506,0.123105837765977,0.140179255529961,0.100747414944547,0.0297457434166257,0.137112550069986,0.132552841740105,0.129287614188125,0.132145962330102,0.0972261350367321,0.0883606853886615,0.0861662215531378,0.146871576952492,0.136970189112465,0.099600361152436,0.106968316513272,0.107322227136651,0.0892839082047024,0.11899331157316,0.101789889541641,0.0777394689898339,0.0310430463687873,0.118530606322162,0.0836095768547962,0.102344742208147,0.0868055084887029,0.111409085467577,0.111940660825233,0.110973215973948,0.127307175037131,0.116168320897261,0.115960418487869,0.0908104652263977,0.109251285937218,0.071512438583951,0.133116224041484,0.112108738353899,0.117150757966966,0.0889742823330456,0.107836757804982,0.100531846894298,0.0976087940686332,0.100012605433776,0.101310143186608,0.108710020159218,0.111971105809762,0.128795751264379,0.0349258510455756,0.0989799747127085,0.0895746368781988,0.111153652073935,0.106172692236893,0.107794737943269,0.110996287354441,0.103535209783954,0.0731327818739603,0.0975279167169739,0.131427453176145,0.128773013172368,0.0866583189697708,0.150538929335473,0.077257150162234,0.0874790562402295,0.102300340551997,0.101349750469145,0.107737182475602,0.104776873310607,0.0881353337834704,0.106900304572059,0.108735283048261,0.107628219922672,0.132731735789687,0.0601873120891581,0.109200695044442,0.0968041300311564
"25","epithelial cell of large intestine",0.0717726512066386,0.0962263241454374,0.117323702971975,0.107693151116088,0.128012906165526,0.154457193875495,0.11429542694525,0.0940897998243785,0.11461712648107,0.179150918477094,0.134600086296664,0.0624201784864399,0.057262571702504,0.104222501376844,0.095016226662607,0.105273974339069,0.10366251323524,0.0594238543813605,0.123239551423022,0.117122259627053,0.125036987959756,0.122044013203496,0.00651850243823746,0.167788887704562,0.137036182744449,0.131168225312943,0.0942361074545376,0.0980850767628245,0.0789919724136683,0.112236240805952,0.119728565777357,0.1313273589581,0.108838466550042,0.077968884432142,0.107193229939064,0.0453180797992135,0.117735394998155,0.180074393555949,0.0603879700266039,0.0829363954238902,0.126629826410993,0.144586708855443,0.168894482930086,0.149904889353482,0.116299733995998,0.119565386797165,0.168134678005054,0.0955961027569503,0.0492823903898619,0.155815634501376,0.120085931698167,0.124328834480964,0.0796263250707236,0.0733300167064596,0.0882835718114524,0.112683871197066,0.0944257109900963,0.103882712886102,0.0449330676541353,0.00162158886897585,0.120984116186725,0.103813828560862,0.0915707940714154,0.096188814720684,0.0934712999040038,0.123803352509147,0.150354936238403,0.0940902291662678,0.0857637334911342,0.0681981227981459,0.0819472020342455,0.122404225468902,0.0983188764638711,0.0917725019294449,0.110454445028411,0.168344807007534,0.069246644638981,0.149440715076817,0.130532715002709,0.13654795944362,0.138239295468615,0.0793582602239737,0.127998220434614,0.115120698348456,0.159704147157807,0.00498743560541022,0.105337696330983,0.118546745292577,0.0511939253770167,0.0963602867328293,0.0950132692083156,0.127460305954352,0.102753210255171,0.0431833490705831,0.1370199289702,0.133709006627838,0.10464497512799,0.143665166573749,0.125823305889184,0.0644858636934228,0.101639314898399,0.136461302921577,0.0887601957283889,0.0861124774620912,0.134372027285758,0.0234520463276672,0.151888483779615,0.097015616827911,0.104736407517573,0.0938208110111109,0.134945129389971,0.113338881422707,0.0633201144173188
"26","erythrocyte",0.00306251869241588,0.0123536317265415,0,0.00405357555164271,0.00390640165764599,0.00450695221623604,0.00681836094145213,0.012707322493425,0.0074858846751323,0.0683188999156916,0.00609030177528308,0.0157546522514897,0.0386910057814008,0.0165045477457867,0.0405032918549159,0,0.0133827812468295,0.0081857513986757,0.0107642551773438,0.00716174071929455,0.0279301155308199,0.00685232199341318,0.0246221684906157,0.0128933205165354,0.0210803233506784,0.0166798851890656,0.0329965836769068,0.00312622816808704,0.0164714369182811,0.00673851296555512,0.0136158235494857,0.0136021361257453,0.0571315277842899,0,0.0204772066964796,0.00677218180103027,0.0192567382961173,0.00296740638960585,0.00931687324354985,0.0235837984262875,0.01149341048388,0,0.0212521015139146,0.0151131263570176,0.0214561819920624,0.0329233606548116,0.00423163704210666,0.0230752628384652,0.00715244023942968,0.00399546114550547,0.00745396814287178,0.0178702619886357,0.00946588839975292,0.0145573817473063,0.00335473529944961,0.00484733424478363,0.00986741222807396,0.00426156927274717,0.00481705755548423,0.017321147017892,0.0230290700982901,0,0.0213172195282469,0.007866827186706,0,0.00855212732118045,0.006408032629102,0.0118811989504449,0.0125783039799699,0.0354049397972056,0.036952222344496,0.0288719426241524,0,0.0413679422215915,0.00294562174247051,0.00329847468190046,0.00370636918381636,0.00452751830073558,0,0.00524435956489326,0.00432669583809596,0.00870386359437935,0.00373313472435562,0.00416833897795046,0.014365771788092,0.00470883689139985,0.0104210673784257,0,0.00569087953564111,0.00450451274344792,0.00428741394605497,0.0328690765754049,0,0.0160337798807196,0,0.0036967727884592,0.0240116504811349,0.00700344107966457,0.0235397537955665,0.030036445253623,0.0243095625789822,0.0238980157942077,0.00409339639758049,0.0146172461412231,0.00515825783612704,0.0370217203994937,0.00922235605425013,0.00714392928145172,0.0137057382603483,0.0223789370235606,0,0,0
"27","fenestrated cell",0.0722613216663455,0.0686976205565279,0.081719140099273,0.044199298600167,0.0607192156012692,0.0599359983656993,0.0735014680971635,0.0587481144474904,0.0665272145386651,0.114891009263868,0.0581763715185737,0.05868987666341,0.0839503193558272,0.0762887628888629,0.112552000575728,0.0644865946597258,0.0879226988469506,0.0958534414308321,0.0795353992959498,0.0779532950080858,0.106403585727085,0.0884846311053075,0.280812257204171,0.131855316796737,0.0909222787819698,0.0700289811559726,0.0745435532501176,0.0759546082830358,0.211615208425261,0.07969408707724,0.0548995086156653,0.0965381038125217,0.0626360439258296,0.0751362470218566,0.0634312118144759,0.0712332999221179,0.12190509700063,0.0336487158351335,0.0888069464572444,0.205174790170426,0.231185726674657,0.0722093542746311,0.0267494365994335,0.14773560403,0.137350757634379,0.116519042910114,0.097267208600882,0.145281420132506,0.24111368510784,0.104097971842091,0.139420144753454,0.0511880109154311,0.103088294786338,0.0578566085147308,0.0933330205355739,0.0614324729663867,0.034619958038386,0.0350981122713974,0.20688474249663,0.196115582985352,0.0846904231583565,0.0593688876074316,0.131274147380325,0.00570079938582815,0.100011369592076,0.0958900325143372,0.100348989443572,0.0561277185928634,0.128082094471496,0.100855155231444,0.014830019761418,0.0680466317845808,0.118726303844648,0.0852153248988474,0.0634140201025466,0.0587283398301338,0.116577718731511,0.078034432089998,0.0820266691622435,0.0641230311196214,0.0620570006667956,0.108376235832166,0.0786252527025362,0.100385020874818,0.11737603224888,0.201462409020291,0.0728170610228982,0.0590720807565879,0.0760264166921218,0.0797855726570753,0.0840979131456145,0.0656038236400653,0.0761277748321794,0.205056760512556,0.0832836155586607,0.00983887114716888,0.0958925079782049,0.0739255559600273,0.169635712253051,0.091011893780646,0.0404077277002865,0.084431190484108,0.0989596664398365,0.050037549519326,0.0873018625012605,0.0967862960741632,0.0969657070034035,0.0725484025748477,0.0907430912187206,0.141442858703991,0.0541477350050914,0.0493183021039187,0.104536108410386
"28","fibroblast",0.0941750358489498,0.071027204331967,0.090050661138228,0.0810934136766188,0.109967482165096,0.0264219786083658,0.0715305630910578,0.0799233833841348,0.0995569037300268,0.124414827343104,0.0970500107860637,0.126590267050169,0.22948501356115,0.103317654285199,0.135773107401944,0.11649760079646,0.122520827724999,0.0332852885413544,0.101217456911628,0.0792122859653017,0.14625850239082,0.0711599706805141,0.0742078033252377,0.0322154541878657,0.0855113256596801,0.0261942692176652,0.0716716837393021,0.116150790961069,0.149206163669018,0.0907275682950981,0.152278972819711,0.080009610307382,0.110346785039294,0.0695993798837483,0.131203430089333,0.0629349461130182,0.141702949162626,0.0504946756939549,0.145435657538209,0.172970833818982,0.0791468502164097,0.0943709859211683,0.0620215706719079,0.114181966732319,0.128873595786772,0.124441506154894,0.106348013826852,0.149341695334212,0.134170936577902,0.115288883408557,0.091714005452902,0.0984541269694436,0.191095975099674,0.121877752958136,0.0329447468266183,0.140082136339878,0.11538189772673,0.121849371706173,0.073295152183887,0.0949480957050139,0.130590467937506,0.07741405861937,0.127263819703067,0.0528992656677939,0.110343639281609,0.109643844726073,0.130392781895582,0.245436998218368,0.206330568512646,0.236940206585185,0.179405118000543,0.137663422024487,0.168209595838408,0.142611787774053,0.111890336211974,0.112546272978502,0.121335207276125,0.100935213915826,0.105015549021876,0.0620444593258819,0.125426561079128,0.118501262945207,0.100796039823922,0.115540248845327,0.0618443945885993,0.111750012446139,0.139611528445761,0.112866870660464,0.0979304466902423,0.103357524282207,0.0950820817414711,0.107991320238954,0.121644848046702,0.194397116601748,0.145300494626945,0.045924082268739,0.130688254281707,0.107208938333783,0.0987501780685317,0.202788009464873,0.0694028404629145,0.122139162358737,0.124754240843192,0.156498895534582,0.129834918742202,0.231304899012378,0.0912761361585722,0.105629473527031,0.114558658652647,0.164381038505488,0.0645610886097459,0.110751278812843,0.0824786013391118
"29","granulocyte",0.0509252519131051,0.0848943414590302,0.146607344764804,0.0715434311330699,0.0385419554053154,0.103919314597663,0.0949784705568092,0.115999774972794,0.0411198762105167,0.0974860482548564,0.0603415003212859,0.19633909228073,0.130874707910982,0.0714719069822077,0.0591853447088714,0.0530670567367885,0.0624680267730127,0.0934018595899983,0.0606399375544704,0.058681410144422,0.0984230104791465,0.0717289756744546,0.0323090857264412,0.134364581463841,0.1506504991191,0.0981425399603352,0.172895780782545,0.0413410944436087,0.0228488223205142,0.0630035302049223,0.0644030495906688,0.0812378173353372,0.0602774204020911,0.0257043515220761,0.100575065381591,0.0807148614499207,0.0678445149054485,0.179021855799302,0.0464425957187406,0.0126742435351359,0.123924919338401,0.0480513679162053,0.0876094684478594,0.0963140015571791,0.151185716859656,0.110530237964071,0.0707199301506951,0.101420751905242,0.186662830673024,0.110496286926838,0.0621185395069525,0.144476210793636,0.0195398292382779,0.178094879427454,0.116481586683833,0.0809137411398589,0.161690586139608,0.033075846794264,0.0723374222500097,0.108012166625026,0.0874796062404923,0.0534385297701882,0.0493989160926827,0.0236954071736084,0.0414586538220226,0.115594579701238,0.109052783801615,0.0333127577414018,0.002986037625784,0.0848447672952271,0.0138623961630411,0.0475192741615147,0.104271757673844,0.087831215822422,0.0562691142817752,0.0408845278351732,0.084736860446546,0.120379346474027,0.0384398618345245,0.0621880694661899,0.0618535915969291,0.0677548279466278,0.0511997573387848,0.108705615398365,0.00477176937535776,0.15958342806318,0.0936540173186661,0.0329791024075632,0.115811512581314,0.137497689077057,0.094980625074531,0.0844503829708558,0.0663254992956314,0.0523921847455447,0.0192506372032064,0.0637750513384915,0.0604824051662893,0.0430460542699415,0.0138772654541008,0.163338991136648,0.140206103345591,0.0631596071936014,0.0376898580809548,0.0612629463746009,0.0825399725435104,0.0144327432539722,0.0693390556008212,0.0614940360492062,0.0518705247760343,0.0840038105260291,0.18436856247383,0.0551480879128495,0.0661701317538353
"30","hematopoietic cell",0.0595740869606126,0.148239983919245,0.239671315185613,0.0492256892760118,0.0317338784537548,0.0735655340444131,0.0964093594771395,0.135468782812014,0.131487989358234,0.120101198370913,0.247152363354521,0.111591990863805,0.0640573552728618,0.163722458917603,0.14446495256937,0.133477470568261,0.170390954960081,0.0442303780988965,0.0685665780684083,0.0867384831978412,0.0541381939582423,0.117587843537806,0.020337381761715,0.0533123906815097,0.129498048174524,0.0598894602652562,0.0517049473942439,0.100852046761533,0.0310762989065519,0.145152767792597,0.131310933411738,0.205321487559048,0.19892356217097,0.0589562721242691,0.124468692116285,0.0791083016197583,0.13079976486287,0.177992749536964,0.173852627562866,0.0114289129393838,0.0575123660827792,0.130007436488621,0.33487957529227,0.106537380629224,0.131491087340877,0.137357769997369,0.0769379177599257,0.102658642123769,0.137862164679868,0.128852133191342,0.0586363825650554,0.134867049457912,0.0242319904253175,0.0980959675096531,0.130541189050068,0.101510726072801,0.148146120281432,0.0967521458822708,0.147348096980565,0.170448399645173,0.184228537735206,0.166931156622613,0.118442650355194,0.124159802857869,0.106927222681498,0.128945261052129,0.101553192571147,0.0492086778164173,0.0188937798509296,0.139603519680764,0.0332620145129541,0.144531102590228,0.184762418679024,0.0469974797676966,0.113851718874912,0.127586951551307,0.115666762036562,0.160430200757515,0.139128202803996,0.141731157033485,0.144640452737268,0.123432650383158,0.160445715590502,0.138557972838655,0,0.290108674457946,0.150341364088013,0.17454068837744,0.119924635330702,0.254019538409629,0.175681930838212,0.094122786141559,0.133731120074258,0.0819052489129403,0.105372574673731,0.098534784009176,0.0647090399012017,0.165581575382468,0.0221424291999932,0.228669291948256,0.12812786061384,0.186644690344089,0.165589419924513,0.122162797963263,0.158499473406927,0.0215491922815264,0.135051552205376,0.0974871619406404,0.122841478666495,0.159219879947599,0.243537253920119,0.12655538148809,0.175608859027618
"31","hematopoietic stem cell",0.0915701534498879,0.201789164604669,0.199455842404034,0.135586327559027,0.0578768491206028,0.00538970580030559,0.0967350793601461,0.161644693033577,0.193116032851918,0.0316458203710229,0.199380525173477,0.0781896999888646,0.037832621841253,0.118526947721406,0.160595082638671,0.0707579204443658,0.129430101245744,0.0760845214685785,0.223246498863166,0.231203997471373,0.0353029408430418,0.221483267349042,0.0360386683689559,0.0291889467558938,0.0769841356232772,0.0429725490089227,0.0251072952789576,0.151689210789799,0.0563747762409278,0.175251209317609,0.190726250382143,0.175679638960125,0.168752537399825,0.192536283565745,0.142944420000224,0.0956317600376516,0.162101395920528,0.23614006689847,0.0189038221120913,0.00411617207486196,0.175782988046509,0.192094662905501,0.0938143066248749,0.104587313346886,0.0746620100878481,0.0853127010278275,0.179343578377146,0.123295042873116,0.0307362407651528,0.0691538075774467,0.0212167799573512,0.0395996181524297,0.0381744888080694,0.0882444185076767,0.177326247420479,0.180110266872719,0.201130465323818,0.234884612885561,0.0721338649208391,0.289834903151281,0.151229230135264,0.220242552252506,0.131489409154578,0.26329454333767,0.15319525313947,0.170893253614706,0.11652766985155,0.0538803270462403,0.00193694377330434,0.190851563877883,0.123973451087678,0.158829707752041,0.111270511702282,0.0159036534350504,0.167593180488959,0.198420242792456,0.146043706823938,0.183164279183508,0.163502836749135,0.118554685838211,0.246040935923704,0.158746519557525,0.20485019869855,0.137581497428096,0.323775952607627,0.193064589441956,0.158401903859703,0.25178966052057,0.128432383952988,0.134538298808161,0.167022688647931,0.153768723054032,0.145154935542425,0.146638146438661,0.100838965392091,0.138242399094733,0.123894574438448,0.285094643354912,0.133726218352288,0.18297009596975,0.176595786642732,0.21098533778853,0.188037910665987,0.0966468445056403,0.152064721405402,0.0605499507024127,0.132519121784957,0.176839513361222,0.193719195499853,0.0488204019760892,0.261332298740095,0.183675440284769,0.157640781948204
"32","hepatocyte",0.084932375852224,0.0716521087980368,0.101498227193578,0.0837362747216972,0.120836113666102,0.0329198703203624,0.0843301679087261,0.0700729275372393,0.0731043084584165,0.170307470836158,0.0803536856772818,0.113771556011086,0.0328231890907766,0.122330508781942,0.120290661615626,0.143555685934475,0.120502440931825,0.0279421280231504,0.0794910441869527,0.064164188773749,0.0846241278170067,0.0519741531191403,0.0286239851679961,0.042258109428006,0.0589071232980866,0.0116148877031073,0.0182494229343655,0.101579460308858,0.095053020573516,0.0554862670980027,0.123139667934571,0.117876643733943,0.107299711479761,0.111494058845448,0.148620926041661,0.0943967116741835,0.0963004821842878,0.0272153281771163,0.185162041247899,0.10811645266966,0.0813343703986479,0.171922027494449,0.0230593433251921,0.0610902819761317,0.0636609271064599,0.0540993114497417,0.0643665564289365,0.0660529301861753,0.0174928080558159,0.110459888238192,0.00436382068406353,0.0199797153732985,0.084979016298491,0.134620249727334,0.0721394910074763,0.0766333147517104,0.0377931198782636,0.106112558270625,0.0437739716921684,0.012339119616704,0.0969308201263305,0.0795007975043512,0.0970765658497161,0.0334643677068431,0.0794933279327547,0.100565412319808,0.0877624815958706,0.106831106799251,0.102057184206314,0.116045609694453,0.0684207490657828,0.158208086357832,0.106046312402572,0.0317355681263351,0.0922444168156435,0.177525796665293,0.0870646993034206,0.187327658076898,0.0521850262223575,0.0518278345945582,0.1126557734404,0.107847349944042,0.0917256361157038,0.0837460044771935,0.00306663659677427,0.017498696187623,0.0889908822759311,0.0898635213420581,0.12345505012321,0.117261195489154,0.107528967800465,0.106501255277985,0.102906664930773,0.0264611523740266,0.104612281959208,0.0699087163519403,0.0949383220589885,0.086186363456572,0.0586299030407999,0.131666677852929,0.0315566579794605,0.100645771855214,0.0435670783111029,0.14969217495563,0.108957083163841,0.117453391404676,0.041778290034357,0.0959250080504528,0.106117686616153,0.145109829944851,0.0610261924588506,0.119292190791122,0.0714403347426492
"33","keratinocyte",0.183686147659826,0.130584890870462,0.124827949784119,0.171501612184222,0.206196467376507,0.228222789544174,0.179772638662578,0.171957592718974,0.144068084000516,0.104286662582784,0.148961058216409,0.182166055408194,0.0878944042151998,0.177306840848922,0.150385241488764,0.141511000157953,0.176706345452246,0.250382851348495,0.156668592143331,0.219765548433037,0.159808830974752,0.194830887199526,0.00693436526165258,0.18737335020987,0.163774234461787,0.178897839998833,0.216483583165885,0.167972067259438,0.0970517901116102,0.140322330553658,0.125665957252357,0.257081576143649,0.151956622773616,0.165049018278349,0.172615979230438,0.19053163060149,0.123364618082559,0.153532911803884,0.139261427082565,0.164555165557028,0.123041967854999,0.158463899121542,0.00391319009264884,0.169400212319271,0.15800501692771,0.143085263638063,0.233318642500742,0.144609256974352,0.0398438562305538,0.282035634494336,0.242087538177072,0.193882219709523,0.143597885163677,0.108268187978299,0.20178297335794,0.0921170345282175,0.144550261466305,0.181918863817434,0.199721237132377,0.000969462065505002,0.114997375521234,0.214017189352518,0.155321160344712,0.239133512532439,0.075199441833874,0.132336857510475,0.183799333881705,0.100400589824178,0.114606675433973,0.0706738912884571,0.14549640595907,0.17211029144927,0.0538391623082227,0.190745255700025,0.171922476077139,0.189085849370958,0.108747099778667,0.134747183921124,0.102441137062547,0.192345842458417,0.180496156967633,0.192512064305126,0.190179196823603,0.123695698621982,0.100968991619873,0.00151875756535257,0.134227261224287,0.183327221545914,0.180317449343901,0.207258020923227,0.143412264481321,0.146189627071819,0.148925693395961,0.0813563235791793,0.123563202581168,0.156486964363811,0.155889483627036,0.194767281052973,0.145807848989858,0.0586687240509889,0.0827793785964027,0.200512291504644,0.105902629500161,0.117482049504233,0.127053816383192,0.00613976898446995,0.208223047524577,0.12483085571836,0.184833667016325,0.141338625889218,0.0630826633584674,0.174996527562798,0.197512577302859
"34","keratinocyte stem cell",0.119025851205408,0.107506007078616,0.106604232672671,0.129247613929138,0.172112019071154,0.22895869776934,0.12040501945228,0.128839744316884,0.100912998738555,0.0776373826199318,0.106015396001717,0.100611407447622,0.17078760819891,0.107265016113584,0.135638296986002,0.0789276485112861,0.133132499923844,0.178042172207877,0.127729866613778,0.0152064305395442,0.187602921599058,0.117739269288444,0.00753410850206852,0.137328222058776,0.191768267493669,0.220762788489235,0.135340624385258,0.127776114334744,0.143045722736166,0.177351840263944,0.112018245786583,0.13930841343624,0.104797857832018,0.0881011445995138,0.12868003928366,0.144533260791276,0.137214729455742,0.112970682835915,0.221417709024665,0.20568875689973,0.0246110805109073,0.111779909363045,0.003606468286231,0.179837712619032,0.148194972479776,0.15791668104799,0.109402863456882,0.132659828486648,0.0599808790763669,0.101906036554613,0.22369263949821,0.165637616141042,0.139743797207537,0.0862324494845762,0.169052843928739,0.118376323146692,0.10085059748877,0.134831593453248,0.113926992867875,0.0032071565991952,0.123186451689999,0.162772989275461,0.163497563722179,0.147497976811187,0.0897285520315101,0.108207262832168,0.0657062927377965,0.104270605111367,0.239286068259158,0.141851912907251,0.210814778326201,0.116756077599739,0.178158759730666,0.139205746690885,0.122548129271951,0.0735093142213267,0.0931066195401921,0.0790279856673921,0.102388649355768,0.133931237822036,0.110688011339148,0.087750378218056,0.139451529334069,0.119384496973026,0.0499211164825934,0.0056518501988566,0.117282474642833,0.128314783524619,0.105092890100453,0.0903937867519876,0.113172268238242,0.164855197526689,0.101545014694696,0.0866719359298098,0.202347439699596,0.0952292220912156,0.113696516991758,0.121323517900135,0.0326519356112651,0.130418820980555,0.103796514429252,0.132305579059408,0.0862408322572498,0.059214018937776,0.113828919705225,0.0401956135661765,0.0999931767105899,0.119032662484664,0.105873260538357,0.161119465173328,0.147903808045459,0.139350646973383,0.184289383120334
"35","kidney collecting duct cell",0.0307526790555163,0.0432232879454073,0.0177622063702126,0.0195175477172228,0.0309445214644331,0.0264680253882185,0.0198266285589988,0.0419418047245826,0.0283945915566937,0.000992506825944612,0.0115917918539549,0.0117712473672518,0.0351410173212938,0.017052566280264,0.0618673596775538,0.0222565542933374,0.068361216021046,0.038527577593418,0.0267580882617895,0.045729731787504,0.0249208387823245,0.0178204499608047,0.00385183758285776,0.01376583857195,0.0726279213879485,0.0180441227907842,0,0.015196907923083,0.0261471493166222,0.0204403206031883,0.0769358183321701,0.03140336130098,0.0190236001984693,0.0505508674191936,0.0294829298153994,0.0530327553188157,0.0667789883238925,0.0125944231301154,0.0881422616968597,0.0367137317039809,0.0140827043658521,0.0252007990774594,0.00216553651440022,0.0425511865006504,0.0451344270154695,0.051807065554168,0.0132924859725191,0.0147668771128634,0.00283408739203627,0.0201965017899762,0.00288358850110679,0.0255188720752818,0.0323817546721598,0.00803130571765283,0.0218916448661402,0.0453731738053952,0.0397784615258696,0.0495536207001738,0.0423658464719958,0.0150373632841879,0.0399957167962983,0.0186113742896843,0.0407417866686856,0.00656850226824375,0.0169223931063909,0.0581949611324179,0.0585940662317385,0.00573014184516679,0.0193044739367357,0.0611643835819803,0.0230779846839921,0.0687959547950053,0.00987705080564585,0.036104834584806,0.0130536834054761,0.128887884835668,0.0325639750400941,0.0114177931554378,0.0574854910350531,0.0348461345486189,0.0309843216650759,0.0120482773783331,0.0216478174996709,0.0424975567901807,0.0553245642450965,0.00235441844569993,0.0292986476420042,0.0138050042513977,0.0321011921936487,0.0183131206761365,0.0810323041355366,0.0681338579400952,0.0327627770091601,0.00848280620188772,0.0223722777100217,0.00882317491340114,0.0770436189460483,0.00262629040487421,0.0732167428700935,0.0217608900184734,0.0559320391981654,0.0157721559227967,0.0513857614930384,0.0532408158827513,0.0904645468906803,0.025755145840691,0.0254155302281166,0.0386017364305115,0.0145445031418145,0.0543073939268371,0.018793877343612,0.0695972690078767,0.0517931268746665
"36","kidney tubule cell",0.0269601465218411,0.0234780669745095,0.0368625255732052,0.0246357709152006,0.0216419067341239,0.0305943917745488,0.0346132290526288,0.0209049688641079,0.0309366728964364,0.018169034303534,0.0271673558908931,0.0201255643572061,0.0152756790943505,0.0161013497950073,0.0469280269622096,0.0265620355643303,0.057335811992482,0.0153851111108132,0.039754562908056,0.0900868981250178,0.0445387491103156,0.0324124256557926,0.0209338797995725,0.00561653612140271,0.0527576471552162,0.0318266413905968,0.0128366453176744,0.0270556330398552,0.033737014661887,0.0174422540161534,0.0740391631984908,0.0410627469656331,0.0268338516495909,0.051421076173284,0.0440160022007311,0.0336688881996451,0.0710460669508069,0.0216357571645961,0.151935404777516,0.0192508631896437,0.0192729939533731,0.0313498251935656,0.0162739570091365,0.053283404909354,0.0460810677093717,0.0499385252495591,0.0115141437123186,0.0223980558717189,0.0127900996726468,0.0214883249456959,0.00740065440980743,0.0306349860104602,0.0645766620070808,0.024573388414968,0.0121084470249711,0.0495845828778602,0.0258849435903828,0.0496230416435188,0.00950330729147559,0.00625975793705632,0.0235079929527042,0.0213152548753356,0.0276651211507217,0.00975749440559432,0.0199272391398958,0.0523486586878261,0.0193183091287071,0.0484856325220379,0.0255338993909966,0.0442938461115558,0.00861440874316935,0.126043789080761,0.0345496978567183,0.0246616339887841,0.0291716722998255,0.10664369104376,0.0199200289323056,0.0571770401643879,0.0318620089124999,0.0263692081134368,0.0311910416130849,0.0178324721177132,0.0234042660640908,0.0422373123836268,0.0213299983294386,0.0091060869423198,0.0170077004150944,0.021535436465998,0.015290889731381,0.0204273735253075,0.0445945425241424,0.0699280444644334,0.0471677011290965,0.0123244230054233,0.0391039424181447,0.0212554141735842,0.0592315250805764,0.0147335129640263,0.0679952295461663,0.0306370244150693,0.0284069487803609,0.032888996084479,0.0335459876822574,0.038166373121799,0.115773437102714,0.0466225671668528,0.0304397604314747,0.0404751885875884,0.0363304214536375,0.0594255377048353,0.0254973489627997,0.0931854091621796,0.0372598520920653
