"","cell_ontology_class","Aff4","Arid1a","Arid4a","Arid4b","Arid5b","Atf3","Atf4","Baz2b","Bclaf1","Carhsp1","Cdc5l","Cebpb","Cebpd","Cebpg","Cnbp","Creb3","Csde1","Csrnp1","Ctcf","Cux1","Egr1","Elf1","Ets1","Ets2","Fos","Fosb","Fosl2","Foxn3","Foxo1","Foxp1","Gatad1","Gatad2a","Gpbp1","Gtf2i","Hbp1","Hif1a","Hmgb1","Hmgb2","Id2","Id3","Irf1","Irf3","Irf8","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf6","Klf9","Litaf","Lrrfip1","Maf1","Max","Mbd3","Mef2a","Mef2c","Mier1","Mta2","Mxd4","Myc","Mysm1","Ncor1","Nfe2l2","Nfia","Nfib","Nfic","Nfix","Nme2","Nr3c1","Nr4a1","Pbrm1","Phb","Pias1","Preb","Pura","Purb","Rbck1","Rela","Smarce1","Son","Sox4","Sp100","Sp3","Ssrp1","Stat3","Stat6","Sub1","Tax1bp1","Tcf25","Tcf4","Tcf7l2","Tgif1","Tmf1","Trp53","Tsc22d1","Tsc22d3","Tsc22d4","Ubtf","Vezf1","Xbp1","Ybx1","Zbtb20","Zbtb7a","Zfp148","Zfp207","Zfp36l1","Zfp36l2","Zfp706","Zmiz1"
"11","basal cell of urothelium",0.234436301000173,0.130260352242658,0.147476175725138,0.212834418535322,0.177189706630491,0.156266199722993,0.224036432405719,0.172139613403665,0.174778808504797,0.134543703346007,0.185601709033676,0.196661137098176,0.0900010639885785,0.263670205947293,0.148070830220388,0.193170085218214,0.207051162623296,0.272203839215546,0.164092230332489,0.232987363407077,0.167124170755978,0.236947389057107,0.339226798856081,0.318374827516778,0.158069158632965,0.172256929643005,0.233525369774043,0.193189115788776,0.215068987665986,0.148930380444086,0.167913232716608,0.262068185932082,0.200843154122536,0.214649339591189,0.226783768582721,0.327493019576674,0.136516556466071,0.171618413570024,0.204259499601664,0.0907051886431275,0.02512595624286,0.167736276971635,0.032758627467559,0.173908430381741,0.15334483037239,0.140730373760219,0.267740729311491,0.163337830817578,0.0365203324554897,0.230398348018299,0.221279591057225,0.21657328412119,0.100107201677866,0.159063727642858,0.284332949573813,0.13882638492504,0.220150520747972,0.193537587459609,0.180639504850097,0.000536845752358565,0.175285578752687,0.252644892776887,0.122488809696573,0.208590253682528,0.192645360042514,0.151333911769465,0.269821807117113,0.11372613754034,0.0622533651080216,0.0453029072846354,0.121922025187948,0.146652910327429,0.12808824521149,0.187502514082027,0.182453386104161,0.172899062353753,0.199047878252179,0.181905065497332,0.20111993824226,0.234138180501673,0.202633240145351,0.253538239128011,0.229004564684576,0.133371201560042,0.085515895551408,0.00104640819808886,0.185902558146173,0.188921870875597,0.220273211921634,0.258382652604619,0.161167604780566,0.173572611564336,0.178333638838162,0.0524277618972704,0.185960919041164,0.327817289391471,0.163664701719168,0.180391207342971,0.157573424235189,0.0390623338152081,0.0849435701657791,0.175836926486597,0.182012546061011,0.170732134225599,0.155270143096381,0.115197945065888,0.184481664384823,0.140744254141219,0.20398249989149,0.10768222294013,0.114526496853841,0.175951063741376,0.140769540247233
"12","bladder cell",0.204971811854344,0.130080636633114,0.148817556883845,0.181620856328365,0.173168925592527,0.187343462009846,0.217299501328874,0.132218457597335,0.175572452865492,0.126172220990023,0.172570169952114,0.18563486996094,0.0800050694795783,0.216635894801512,0.145968273322135,0.210006764875947,0.168314567043602,0.217724269963083,0.141578238363837,0.184654779192389,0.143788767480136,0.210159082648854,0.241882913891443,0.268603391344221,0.156365915637077,0.149010837356291,0.227299749411023,0.171316250709887,0.141541587234537,0.122269686282153,0.170209799541973,0.210113645268252,0.15833877493758,0.194088078901734,0.196005259702134,0.27253049473734,0.136739852029467,0.168458049202133,0.213132666958528,0.103013361197105,0.0324190767634067,0.187599828513014,0.0666621559263129,0.162775847572823,0.149987414991133,0.134615977453818,0.206902381070578,0.132981601782667,0.0535138830261819,0.227529734748308,0.18946124401151,0.202615949455146,0.0936267096333185,0.148994370245772,0.256280691580424,0.144940692288886,0.219575949014719,0.17703675917616,0.139177208538822,0.00316465953790982,0.158067603880268,0.191282275748848,0.115247577627502,0.176466818122012,0.147973157331342,0.145658225716675,0.259504871092801,0.0987228659426336,0.0545907328082068,0.0457995073016256,0.0691868077144867,0.157984374167426,0.0787228666911329,0.191677974025275,0.148267241006049,0.206851681855661,0.163845480563301,0.160999939045339,0.174585850214266,0.201409518174465,0.163828873108892,0.212241865164968,0.207192333562678,0.132470253561603,0.102692675374445,0.00505333336853757,0.134339328181724,0.163427377991409,0.180486671492487,0.18497523501245,0.1733576442959,0.164368855740145,0.176247065112237,0.0532983163101847,0.18563214313554,0.316493269133267,0.161861419643377,0.19746888674934,0.141628953952869,0.0518835218006899,0.108480559168691,0.140266948067548,0.146637108034571,0.158727237777868,0.157121584664308,0.0838219380488113,0.179389867785045,0.162389004456943,0.172909520523263,0.12764456134295,0.0632868268247165,0.167110130928937,0.0951266430944081
"13","brain pericyte",0.128530449920301,0.0985871522797913,0.116418282923767,0.112042753247829,0.199419703901945,0.17308055763683,0.140759093862808,0.0853355003618986,0.111521184152483,0.106121660185529,0.0934214108821999,0.155757339615894,0.109165394087628,0.0858329622775889,0.143163703877496,0.10657751578435,0.14145911844523,0.207617858877719,0.113470299056573,0.0819570858717378,0.155125598649071,0.0500672750908474,0.0806591490002955,0.176237771520042,0.181434900583691,0.181605774547934,0.164349124461772,0.102969899757685,0.0761003947043184,0.117007346318915,0.143489116607027,0.0553000266748666,0.081165886242733,0.101123826845086,0.113834535430298,0.151859911348181,0.131274553566183,0.0803558006201771,0.046916724985443,0.225964349413573,0.0854367877158355,0.0836854428778578,0.00216553651440022,0.154033315958845,0.166004734955207,0.150390716167227,0.014101707969989,0.086136085488124,0.154596904306247,0.0507507827846555,0.145021888482532,0.101891573273801,0.185050622133727,0.150782711708636,0.0925120564016537,0.159840671676129,0.0877879068728716,0.148065735366475,0.13833420637998,0.361522773444955,0.124196677334159,0.0647362759816681,0.0760781023893926,0.0422293069432947,0.127638424920108,0.126086470221337,0.0487143281327164,0.159635029761338,0.0721336680657097,0.090187335150017,0.0207087762541537,0.146241524076913,0.0925365050963522,0.218037856303878,0.114187766765604,0.120548642048255,0.136611412600681,0.110103494891124,0.12133092829807,0.141456159643635,0.0990005523191988,0.131253222452604,0.135222052731703,0.137705485699902,0.0421121596783944,0.0091885612113392,0.078944835685701,0.0904277947466215,0.157241297476643,0.128749681846568,0.0783151654705615,0.118568231119123,0.126877327153426,0.13334219202324,0.0941947729561368,0.0193288364155185,0.10142900682126,0.0617046517271092,0.222740034450363,0.113625477261454,0.0778305097020776,0.103984239118389,0.130543924388591,0.0770893685390637,0.133594158982373,0.148759746813691,0.110028183924482,0.106994653887381,0.093721516635824,0.165201132950565,0.0329026683611399,0.100200131818864,0.0727796383739142
"14","cardiac muscle cell",0.0758759875778404,0.0738691938552784,0.0825718244275547,0.0846043529340799,0.0687043608643317,0.0263233677649802,0.0652454063985988,0.0765370884931154,0.0932177592892287,0.0412445493297332,0.105370561704056,0.0619046193635333,0.0387151376040169,0.0547673400380259,0.119002321430667,0.112810738551793,0.175481024534099,0.028823465536806,0.0798334593924533,0.126416702189521,0.0368719462854794,0.0274280471865345,0.0566232966231152,0.0556728218775718,0.0375815847098576,0.00836282548429103,0.0426340468384405,0.121642417414343,0.051455937347258,0.0568895756111383,0.145664135556179,0.0692607153596489,0.129366045771938,0.141243437970044,0.130518589681652,0.110228790121657,0.0974671316543934,0.0295643990965322,0.0397706341426712,0.0487005984246103,0.0202068791040703,0.0840506589603622,0.0127270189077134,0.0345668593575146,0.039781065763507,0.0532993347205842,0.0291770145958894,0.0606390467093731,0.0398816965271847,0.035652659407519,0.0229095694025437,0.0413975722485401,0.0948169434675195,0.0413110344693866,0.113459794874261,0.159608592099393,0.0655723389675145,0.132394984097837,0.169037590202037,0.149342833456995,0.0736808016527143,0.0498015474492203,0.0436379591890915,0.00833669139527721,0.062997218045168,0.113719913056545,0.0815233306196569,0.121460920923362,0.151188664178761,0.144179187895465,0.0982131912793631,0.174790876353503,0.102419533910411,0.0657260531841126,0.103763509901943,0.218318305362694,0.0852135269106154,0.140136397391414,0.0625811736601674,0.072032826548065,0.0818553987550956,0.0531598348060907,0.103646017597316,0.100043853171118,0.0416071496321874,0.0329482594088675,0.0771981661025411,0.0672459187136814,0.116032579564173,0.0950903466668162,0.101662116480353,0.106968806842059,0.121217111766488,0.0785475105480309,0.124545373437104,0.0195949788451152,0.108128881851976,0.0329158736980936,0.160122918351203,0.11536810320381,0.203617522615026,0.108039758166134,0.110189425359272,0.10923249244198,0.160705942149595,0.175583419279414,0.0422367769630446,0.0911439445031193,0.0905594508951733,0.0958330406890105,0.0113370293967262,0.14885804437446,0.0780453028324651
"15","ciliated cell",0.092402892169972,0.151660210958551,0.117006084721769,0.197242091213796,0.160131538685991,0.0397313425949611,0.047581246550886,0.196041985834246,0.17081881846913,0.0323357431809665,0.154006738978161,0.164321056261876,0.0270411307502377,0.143599125802511,0.127407881831009,0.228614881626628,0.0988587872323189,0.052285272539618,0.0766170731271044,0.0959401704338452,0.063932677626554,0.148391490556392,0.0801061819075262,0.0552720157307855,0.0862523031428633,0.0559413520868925,0.0301887073165741,0.20921946005024,0.179531310565723,0.142800353468773,0.154616474207463,0.115323965687067,0.125309311714904,0.152185372706712,0.127462862087871,0.0668639466462618,0.157656176641964,0.0909007553851446,0.111501358726695,0.0853544226624484,0.114037208802784,0.081441982877869,0,0.0648493861176416,0.0725816164480119,0.132996055610858,0.157959390838548,0.0859510799384913,0.110076269159634,0.100528449286854,0.0172856553732536,0.129072561734121,0.132432583205691,0.139213757070659,0.156625430061493,0.0832215907880071,0.10784006420485,0.134468071312624,0.109684472711167,0.0294396187957102,0.104181626981821,0.0244697832210803,0.207941288176734,0.00266204561521543,0.20049687810564,0.147094870374059,0.209951472767496,0.104715798925005,0.129934971689025,0.103057423442369,0.0767440334155552,0.0653893998736448,0.0968919811068461,0.0428033553387946,0.0656691080710913,0.105763892140581,0.0828559656907132,0.084446583489717,0.167516811578738,0.14692523139623,0.0441604654518154,0.137785522000056,0.0966828638958725,0.126793415504397,0.14035778396737,0.0245272963719746,0.118531778561972,0.119535332861803,0.0879415719577212,0.138296974926032,0.127825275981804,0.1477634716797,0.146358034635665,0.0249885856947191,0.104176979737261,0.103765194914792,0.164897288427544,0.0490257385175941,0.18423408597025,0.108928213275801,0.0635648231803718,0.0918035252553607,0.167559766934365,0.118255153717416,0.111906560493993,0.0876964545483806,0.151383155771001,0.140860261111187,0.125828327199501,0.132032387660596,0.0331358106599119,0.141205599325371,0.122908823732979
"16","dendritic cell",0.0413474964984666,0.117834288239801,0.146977867562145,0.0651344796510228,0.0183348143948073,0.0997029694073582,0.0743402318692341,0.108827150565243,0.0533236593323114,0.0361719553563768,0.0666036415378379,0.249404840997911,0.0657520268743322,0.126487843552113,0.0966683252902508,0.0610993350444358,0.083376199607105,0.0498074716669066,0.0666580904646998,0.0699832197996443,0.0487053219350508,0.0721708724626157,0.0789725826676249,0.115685406024634,0.152354435289555,0.0302365739797644,0.130686541115032,0.152226681997538,0.0524951920236814,0.0996461481069006,0.0652641040743754,0.0923364547837387,0.0714399175368884,0.00979051277674245,0.0997570925686177,0.0791063137606779,0.0928371400126138,0.158607440769358,0.18388656143826,0.0106157774888026,0.0988680350834031,0.0605495039472075,0.129829615413163,0.0674372183161971,0.152693034684963,0.114428664487477,0.110611048053572,0.179982319465063,0.269684405965408,0.225547947234474,0.16049060799182,0.120329266719525,0.0517385174910759,0.121920201463811,0.18894491696466,0.0714063588324433,0.0716506768274847,0.0443044611519524,0.140780507200115,0.191907605310909,0.15664195962132,0.0702624646981122,0.0375181821503129,0.0129705893193728,0.100674562660759,0.108171706321819,0.114186613324516,0.0163526011264636,0.0043763464454825,0.072606557492845,0.0513543468028781,0.0972987630833274,0.111443132074313,0.245959476154526,0.0632797193221321,0.0738529308320566,0.0938626220412083,0.10623122171497,0.0706272092843842,0.0976803595842587,0.143562509217003,0.0813547582802326,0.056716002780227,0.127333168524796,0.00488315430459063,0.127692323974471,0.103045026293437,0.0483934060604589,0.145429253645036,0.159980194739391,0.120777279416166,0.0948039748629557,0.0698959103715038,0.0439031199039913,0.170286050855786,0.0777487211330269,0.0975217589263992,0.0828846339784172,0.0119825387157057,0.18947269258825,0.129199424230459,0.0938055319976794,0.0819158551638681,0.127839600086517,0.129874537084927,0.0372847346817798,0.128323728202416,0.0946943025749951,0.0972339213575863,0.100562820120425,0.269534681608412,0.116924643021483,0.185727119219911
"17","endocardial cell",0.0733994116044969,0.0870028145107254,0.0800446122825434,0.0924498750563046,0.0808632178076717,0.0245204403023161,0.0594656316747026,0.0916921610540461,0.102211300161352,0.0527168013741132,0.10970635603671,0.0743617554989771,0.180510374041852,0.0867165659018817,0.138265206923676,0.123837568852575,0.118518598601803,0.0809811394276699,0.0833452990337361,0.0751388974373439,0.0581644462072594,0.113523322569296,0.163254474896807,0.102512537964518,0.0343101551908787,0.00884994963276313,0.0671057772838899,0.14400344701138,0.148184139100162,0.200495135748116,0.114688799449376,0.0801780938380636,0.0976200813685042,0.104064736965029,0.122691234687429,0.0850050483730046,0.145638209602396,0.069481986911196,0.196780651606659,0.244665999136343,0.105257405235712,0.0999239521953659,0.0608647952527399,0.0938976742790185,0.0571544725625345,0.0823515186740261,0.156207874844093,0.134105802520805,0.231498208781037,0.102559117049338,0.0842806870630902,0.106573705894433,0.161113569753985,0.0703826059103023,0.0470567836315535,0.13683844697594,0.0827445614207738,0.0763054278207616,0.124650426018527,0.118772080191736,0.133788819469751,0.0880644044840058,0.124004128733082,0.0207908987454062,0.143466612343841,0.114167673959224,0.124979727280652,0.234454456887084,0.220327058160868,0.124989413609108,0.0423859470346682,0.139652756050212,0.135606274065791,0.0992412319957142,0.100480007767714,0.1100200048288,0.130187720679554,0.0940405968600109,0.0843685533246828,0.0752803675013966,0.153344837450488,0.0976802388601283,0.0997935981117975,0.129655156283037,0.0712981414830743,0.194463548807545,0.0826161583816556,0.124115429800768,0.114570662842191,0.114494736212308,0.11306229389499,0.116697125627945,0.100097942186555,0.198431362266341,0.123108134218916,0.0398845595847999,0.12485615762471,0.119260330540639,0.179398839285891,0.214834591245531,0.0425708136428865,0.0769957871465272,0.100823782759543,0.13053495652605,0.132054459306077,0.123426741963643,0.0774327961694382,0.0837921611170154,0.128262274580157,0.154118122734699,0.0646246325813733,0.122394599898695,0.123032132629746
"18","endothelial cell",0.0537466125741731,0.0724668688394078,0.0874109896512227,0.0680848980650351,0.131876724128056,0.0792686858076072,0.0910137111880991,0.0789856998823397,0.0633126197455937,0.0915993835169952,0.0675644085516235,0.0396171252819508,0.108596957993485,0.108741780412733,0.113594888550744,0.0840952402160838,0.0914434880658164,0.100886888753135,0.0784433191431535,0.0557328525257977,0.0958938575470956,0.0981222285069268,0.231616178908289,0.137526813872435,0.0883558970969548,0.0700904644772062,0.0755520099220053,0.100331149449482,0.129990554213326,0.127107402442336,0.0900966548522385,0.119489158172449,0.0589275804332818,0.0715443180353268,0.080455866869805,0.0630889162211632,0.117831820108551,0.0577920727145606,0.0698690108714074,0.209642372902883,0.158306902098414,0.0845406039939397,0.0266615523615549,0.1278446993874,0.103379148835865,0.1083699226972,0.0919751225220399,0.138247753308128,0.262504608319896,0.117064407874417,0.165546025466734,0.130249468679459,0.123428858842775,0.0884205864902317,0.075335685015295,0.0934884357734644,0.082861768356501,0.0602915075918424,0.120017951496596,0.13362546478696,0.113028550067393,0.0750682589212145,0.132358795636865,0.0170481129134547,0.0871614103710681,0.0871974886268314,0.0900725268129621,0.115806441575781,0.148779310541183,0.101259850137219,0.0246446316523239,0.0974688899713207,0.123838982244149,0.0882707876562767,0.0755317004885358,0.0685208297444257,0.0692846073065132,0.0771172545217062,0.0618832493719373,0.0771371907760635,0.115612854265556,0.0981399231856692,0.0784437348984153,0.107048603583939,0.0494645229861028,0.172084029655951,0.0657365894106477,0.0701132560189372,0.0891515909933525,0.063839936881212,0.0838258487920825,0.0903650389617642,0.0771474104338213,0.204142511121392,0.0657699179289963,0.0265595183900393,0.0970086009303218,0.0707572987487003,0.15793802759055,0.132680408559956,0.0344845903217022,0.0701320814524306,0.077796023102448,0.0865752238956631,0.138552359543584,0.0826365895756466,0.0783888671255318,0.0692242353686381,0.0846685343682063,0.137152663480877,0.0415543883759278,0.0760203598571734,0.0996287800651143
"19","endothelial cell of hepatic sinusoid",0.083447091009,0.108484854768108,0.0796574776307794,0.0511584688077885,0.0594673078596743,0.0161923625980117,0.0699347816664336,0.0636354868965526,0.0795763962525892,0.0803702508880105,0.0634733343052847,0.0570966459419954,0.0851708213586623,0.112092128377593,0.0971723889464782,0.0920752356273158,0.0669720880632136,0.0304825927411166,0.070319430941692,0.0650067063707572,0.0597530653224528,0.181382368028884,0.235960455245348,0.149623986016498,0.078998305020095,0.0524382617222993,0.0513277768675039,0.0816288667296811,0.124255913340352,0.0687558201981124,0.0644289992429282,0.124704885215055,0.0593092922663388,0.0773306840575231,0.0840253726047547,0.074089974734034,0.10762802408718,0.044959795546117,0.10911134666222,0.182131889792605,0.0867698680029067,0.0991633385750122,0.0727907846420913,0.0890445046499206,0.0707618301044964,0.0909158864957912,0.0481298563742645,0.0955244562299797,0.199972352671514,0.123662589591989,0.0648395151048103,0.0468357826418383,0.0837933899299957,0.0694415983513934,0.0446539810350891,0.0661690870691086,0.0537666835249913,0.0563446762651895,0.142595788189543,0.161093528768821,0.08746662539918,0.063234260071162,0.131817187876565,0.0169876674684606,0.0849981837601551,0.0889430777750162,0.104160747962626,0.0785115171716876,0.109953613848291,0.102153638213302,0.0327447197516596,0.0949493175487541,0.120099802528359,0.0232698170903199,0.0772346878404365,0.0789535247235966,0.0714712508052273,0.083603815508824,0.0849226594487907,0.0814310964395984,0.0741961241963445,0.0872363902714867,0.0834987716051526,0.106884340662506,0.0294651567255026,0.184250722886596,0.085687512599123,0.0556039583314942,0.0891464041558709,0.117789227129333,0.0749905466257619,0.0875096742212109,0.0688026572468385,0.141456381643017,0.0760258456542549,0.0179573038363801,0.0746871615847901,0.0730578832258353,0.0683712232050337,0.0776971684272487,0.0712915259093783,0.0518175694756503,0.0898096445816597,0.100797357210352,0.107631208707917,0.0557813608429414,0.0596684142785021,0.0796889260473545,0.0803766204996137,0.115968937047452,0.0890727992701949,0.075205332505541,0.152000128462343
"20","enterocyte of epithelium of large intestine",0.088998652546829,0.0620431843871156,0.10567879820689,0.0871422908809874,0.0152975664659376,0.106500014214359,0.0844205585397279,0.0799826343491744,0.0501064551406163,0.179983843991402,0.084231574455027,0.0343130799388641,0.0549704807091395,0.140749157158713,0.061067457619444,0.0902837251670452,0.080630816346356,0.0151409173467507,0.0835211981260095,0.103609140437004,0.0996381729722623,0.107155703521,0.00378919725894619,0.109810791377163,0.119046775953549,0.0681392600394352,0.168432702285086,0.108405813745267,0.0918976320785141,0.0711182250899125,0.0775829980705841,0.103392546507587,0.080926096899982,0.0160363460586489,0.101174848826863,0.0619222091276521,0.0632770194166907,0.0543060657571214,0.0551977091855063,0.127946111483324,0.155529137470386,0.115283783561227,0.0596801252857147,0.139521999597852,0.102936124282152,0.126854480100457,0.111741718037184,0.0735525501606705,0.0184212493571378,0.196579470805815,0.215304679684035,0.151192148965173,0.060403689668231,0.126897857779212,0.0780725738505324,0.0860930168522097,0.192248173869094,0.0418216278605649,0.0359793211425884,0.00181836511934323,0.21008502299775,0.0523698417627679,0.0652882592455909,0.00267697673885045,0.062220001428456,0.113746317911044,0.0989945441974303,0.0225546833906466,0.0218030797383854,0.0167476252919035,0.0107331719313765,0.0355877577893206,0.106076990512983,0.00782766680104501,0.0513281793452474,0.0703224596749831,0.0642585623645651,0.123652317785591,0.101987317629372,0.103082491521278,0.105400583329742,0.0484320554439707,0.0821472342907936,0.103656013048407,0.017750989592367,0.0216913125421749,0.134362017783628,0.0406441305897741,0.0703328782736029,0.0882633972434257,0.0553415221872858,0.136678596016638,0.118628286410625,0.0294046463685371,0.233476942342308,0.0624243474495812,0.114036991499217,0.0284151098499501,0.117342329949713,0.0583102038947932,0.148580123155527,0.0980796486665472,0.0411178420947977,0.0650055884522416,0.116922254798498,0.0102622298336936,0.158502337297351,0.0712766118767577,0.0580234164220512,0.0593218998419089,0.0583743315234686,0.122644815386728,0.161896956837955
"21","enteroendocrine cell",0.152019942882182,0.18071839152591,0.116517776311782,0.209645846431989,0.121045371826889,0.212579722269703,0.183683366967636,0.185335023996948,0.170757187405053,0.182569526707648,0.135832988768304,0.0687695052804479,0.0711846487660274,0.165201845363858,0.131037927827153,0.122930752248148,0.127653475866559,0.14948569980531,0.16208819328339,0.154497681435467,0.187903198680534,0.185341716209292,0.145756385590572,0.223187964964034,0.173476380478607,0.221414715960846,0.157567716683156,0.102152904676146,0.130306225007129,0.185256869442317,0.161360691278415,0.106201967778733,0.204269934876683,0.202680733069242,0.149049098869497,0.112209511442024,0.123633714406578,0.122031476545919,0.193394962837164,0.154814678951142,0.172379694630978,0.160430337360648,0.0606028197223193,0.161388897670866,0.145938729759177,0.150709281143298,0.184363330029797,0.100517014286052,0.152708503767773,0.127639313923038,0.114686941537744,0.177350290880056,0.0774669380747757,0.0483743667791871,0.0629779352908134,0.110963587302748,0.128575756839183,0.0964335303640635,0.103760897225806,0.00212590917933992,0.125610785321691,0.12918338176765,0.176895768293989,0.0510478448104927,0.156297101145458,0.158747502718752,0.138374053864588,0.0819616910489971,0.0363337613275565,0.0682633174816292,0.0966911332482433,0.114393983162735,0.13264073050475,0.217600260141656,0.151442127621759,0.15288302416195,0.138360914772863,0.167734104982009,0.15065715241749,0.184598954776144,0.122528814181693,0.0893048340684808,0.145043435389824,0.155472113738456,0.267034591620465,0,0.133245552059401,0.169937222260253,0.0941743893822676,0.0815234662873215,0.117148648841169,0.177345077787466,0.156519134321035,0.0554054604650766,0.15874893994764,0.130184496953956,0.139897283179332,0.144385688238929,0.166858851301177,0.0464329278725572,0.147269713685384,0.139454393836491,0.204279149124118,0.168637799105022,0.132083935387313,0.11181036900369,0.203224231453417,0.17550722850637,0.133520686732172,0.0588520379693462,0.0805622617573975,0.138291503194212,0.143292531441093
"22","epicardial adipocyte",0.0413640646205874,0.0518416129255902,0.0668765209112541,0.0369022016517576,0.104247663495537,0.0380477678251657,0.0339784870603727,0.0430675876091154,0.0381218489434365,0.0652653791628114,0.0464114464783372,0.0511154030467609,0.0372377713356532,0.0474397826788963,0.0777068885312509,0.0658168607967566,0.0849656466721952,0.057799524058927,0.0538677710640282,0.0375678208479458,0.054698284482944,0.0702603722131451,0.139244899657762,0.0769915485746586,0.0393445540416695,0.017056289281754,0.0581764474485516,0.0948341702742852,0.0751157082873073,0.0639481644680938,0.0780772943531789,0.0471586187791948,0.0766765629423521,0.0317284263978118,0.0504190634179583,0.0432796107185462,0.0859816251377454,0.0408619462226232,0.0434816233675608,0.101500146845336,0.0758224974858063,0.0470051564397481,0.0443705876288461,0.0627063456185089,0.0565729846373439,0.076026966768107,0.0820144591522474,0.0700046470163474,0.152811150114395,0.0767819041458555,0.0894411882860702,0.080620650853083,0.0729437388042307,0.070277873242576,0.034118223187988,0.0437687612948813,0.037270429736125,0.0467229536344187,0.0501057124796009,0.0693717257353771,0.0606266297227345,0.0414266557762034,0.0532369272265805,0.0276946741276008,0.0578226147998537,0.0635291570999697,0.0526576381061552,0.0813730129296186,0.093956257554652,0.0528296002013954,0.0210743211515069,0.0608559477703212,0.0875255853432989,0.084219064356595,0.0629358134296246,0.056779260783405,0.058756304850007,0.038403701168413,0.0381431044425111,0.0589002505663804,0.0780024000714235,0.0530409369608978,0.0661212477428339,0.0699312046835895,0.021867723373742,0.114520196996062,0.0404664752992431,0.0447807328799415,0.0574947210921709,0.0579841337114607,0.0970444544969482,0.0701958646918073,0.0466156853975706,0.110084086852776,0.0441985016499027,0.016163188861308,0.0413995996483661,0.057976680478707,0.0894274139755595,0.0968143732734904,0.0427560910773712,0.0488274240139403,0.0728690891774217,0.0366220352708771,0.116561975523849,0.0401484801146234,0.0575756429502781,0.0488324748282336,0.0632047774263662,0.106613833334842,0.0356588994431014,0.0673584957510421,0.0397259853430857
"23","epidermal cell",0.142494178346605,0.136652033753959,0.137548389543648,0.155104685789077,0.172964832241116,0.251753393977476,0.15462361984463,0.123212920840552,0.144184756711336,0.134128349600947,0.14557697292723,0.139619731686991,0.0694123539949243,0.187643919676977,0.14607397117337,0.109682650916306,0.147313109820519,0.232586581738397,0.13762943474118,0.126421905645211,0.186111478913397,0.149318596135246,0.0376131133873843,0.218888958074638,0.19929320066888,0.232919489534953,0.211164533561591,0.245066343921352,0.153589917789993,0.0799208124352307,0.136144103841274,0.180047406638201,0.149422074853838,0.0915701890535371,0.128667457727879,0.177723979771282,0.144777873944753,0.173433445917391,0.0398392660885579,0.109237674902594,0.0624416960346037,0.154555062243169,0.00472763100563925,0.177499730519852,0.17381442074282,0.139119342985628,0.153990689757384,0.166747338819399,0.107506611264298,0.244406093155744,0.25774452997202,0.205282795268997,0.149089059561097,0.157814163878613,0.0791148524369441,0.121160487656178,0.106361375547673,0.151004676900912,0.227520357956231,0.00301315602460829,0.128148433098212,0.231858757242855,0.161566583158601,0.259616533454486,0.0903686336734323,0.130538319966019,0.120520642137291,0.131524102960994,0.175359185999137,0.111206126885166,0.193940805430528,0.16854270359651,0.12177711063862,0.19843399909243,0.139818120892595,0.159792984916624,0.113692279156261,0.104087467503703,0.0851356005477694,0.172368545950328,0.148681352937718,0.132203777186155,0.153285476471145,0.130501547877147,0.0739903055841147,0.00534633363919245,0.145214607932103,0.143616339461991,0.158125452226418,0.146119261255857,0.148586325429282,0.156866312270345,0.134099588968068,0.0518662417678636,0.106849030585135,0.114494955899442,0.141264818739785,0.204769236561395,0.10851880549415,0.1420673093206,0.106433148073597,0.178213860807833,0.092419085409943,0.0903768711874045,0.127087528129221,0.0241955015946601,0.162767960280883,0.11784406159365,0.143079210668919,0.149147027440034,0.230820354183514,0.176330119479923,0.102074448905179
