"cell_ontology_class","Aebp1","Akna","Arid5a","Ascl1","Atf3","Bhlhe40","Cebpa","Cebpb","Cebpd","Creb3l1","Creb3l2","Csrnp1","Cxxc5","Ebf1","Egr1","Egr2","Ehf","Elf3","Epas1","Ets1","Etv1","Etv2","Fli1","Fos","Fosb","Fosl2","Foxa1","Foxa2","Foxa3","Foxo1","Gata3","Gata4","Gata6","Hes1","Hey1","Hmgn3","Hnf4a","Irf5","Irf6","Irf7","Irf8","Isl1","Klf15","Klf2","Klf4","Klf5","Lhx3","Lmo2","Maf","Mafa","Mafb","Mef2c","Meis1","Meis2","Meis3","Mnx1","Myc","Myod1","Myt1l","Neurog2","Neurog3","Nfia","Nfib","Nfil3","Nfix","Nr1d1","Nr1h3","Nr2f2","Nr4a1","Nr4a2","Olig2","Pdx1","Peg3","Plagl1","Plscr1","Plscr2","Pou3f2","Pparg","Rora","Runx1","Satb1","Sox10","Sox5","Sox9","Sp100","Sp110","Tal1","Tbx3","Tbx5","Tcf4","Tcf7l1","Tfcp2l1","Tgif1","Trp63","Trps1","Tsc22d1","Tshz2","Vdr","Zbtb16","Zbtb20","Zeb1","Zeb2","Zfhx3","Zfp536","Zfp612","Zfp9"
"hematopoietic stem cell",0.00209551274023327,0.0888902265418442,0.124917449865985,0,0.0096321273924952,0.0113506869143289,0.0872249974940667,0.149740781117624,0.0586126251302435,0.00596590051196257,0.0150290961850342,0.0748648354358855,0.248006939589085,0.00232067218819942,0.077104685473027,0.00121371368417784,0.000829376760005381,0.0021886690427428,0.00219215774347274,0.0376799992260223,0.00508414215598568,6.86288236273705e-05,0.219035999794863,0.218187202881492,0.0591447951706672,0.0260952471289557,0.000365237664581574,0.000422819714986585,0.00854104821594787,0.0595718376152297,0.0675604159405273,0.000102943235441056,0.000642520679367016,0.0096457420551666,0.000484394039989531,0.0682666217481828,0.0308684017768143,0.0600610384716689,0.0163972370117087,0.0550986935176295,0.0872335772977316,0.000790941995368924,0.000759159572092088,0.0346127912711478,0.0296316819375281,0.00945829974679368,0,0.38610877715509,0.00805263365160907,5.4387055958995e-05,0.00629315591819532,0.24158433462507,0.274456480958222,0.00024603175917273,0.0072622163830941,0,0.312968862359556,0.000102943235441056,0.0003657302580165,0,5.43870559589952e-05,0.0761567347263262,0.00298133810409612,0.0195751238966711,0.142915178621565,0.031574747993654,0.00594087100307247,0.000520547053682213,0.0260844866905508,0.0199043456435637,0.00044608735357791,3.43144118136853e-05,0.00248664292623612,0.000586289327672933,0.117829972992757,0.00304440976337354,0,0.00305853087950367,0.0147533960468957,0.144560138421987,0.145958286811928,0.00051471617720528,0.00422631408106979,0.0012780999956142,0.165119777484727,0.259971155704584,0.0944919399004425,0.000857465925946807,3.43144118136854e-05,0.220989893058679,0.0065720284324785,0.00379481181427412,0.150601264876413,0.000157330291400051,0.0341014634578517,0.268412671923749,0.000704589132340526,0.0240046751918219,0.0177824548776003,0.0754120084211809,0.0763462812387922,0.0737480205417863,0.0727282844867474,0.000652323090407192,0.00523644506471043,0.000524509586475865
"hepatocyte",0.000431228455862737,0.00984714499765718,0.0158091837057324,0.000143742818620911,0.0761678198423956,0.179644445108313,0.210353452826339,0.282085326949829,0.0658357457213032,0.00112225120247041,0.0554523241420668,0.03559567967744,0.141056831249623,0.0072397317542936,0.239287681411289,0.00314814654853129,0.000477503307615108,0.00921845855990556,0.168089327140433,0.0387461449635533,0.00285622223181844,0,0.012826955015506,0.216148438550473,0.0206964892755272,0.0245565228149962,0.0541689751098579,0.103057215756555,0.17583570227791,0.130040412731709,0.00390709543876602,0.0437906095828164,0.0310236763211359,0.0382352748746371,0.00140973683971223,0.00749864379834843,0.279188835760916,0.102058827343679,0.154886974877542,0.119194219787544,0.0277598935171406,0.000287485637241823,0.260764197319363,0.0255036098321876,0.00789041741352561,0.00071871409310456,0,0.0167440814326584,0.0462159611519878,0,0.14446454199702,0.0133155316369437,0.0199656488152901,0.00874220232812516,0.000287485637241823,0,0.0514989230599757,0.000574971274483647,0.000143742818620911,0,0,0.195493386887017,0.203373353366568,0.194679612054391,0.102115987378846,0.120481477370922,0.24199198550756,0.0991966621220768,0.0673888305776336,0.00208503491427622,0.00166525516347123,0,0.0264366066014164,0.0013597253634147,0.169451949097045,0.144071809324677,0,0.0344369004201605,0.149940625883527,0.00567036989950082,0.00536289875263497,0.000978508383849498,0.069137052931285,0.0535951729164898,0.0193757450303077,0.0149239828267908,0.000827223750407229,0.0466704632213793,0.000227826977262108,0.051628612539866,0.0294505136176551,0.0342184515508602,0.0985995507516864,0.000515312614503933,0.0014618536848706,0.152356812785316,0.0211665174838725,0.000946541070366667,0.032808812798372,0.189386285332735,0.0594705922244885,0.0116579474420913,0.0667145744533019,0.000143742818620912,0.0470922900831436,0.0243047974859975
"keratinocyte",0.00158599992788587,0.00152052159336408,0.0485433360534724,0,0.271338236222437,0.18226641325714,0.119116351552979,0.232088077924573,0.0905901106680833,0.00149220943499425,0.0175525019296509,0.163900761630816,0.0128005977321498,0.000537580783048325,0.232201750592519,0.0429426238175103,0.151911340031391,0.183688099715673,0.0270035367597307,0.00482329354534449,0.00122082526081443,0,0.00128287388264936,0.3087937097353,0.163804317112385,0.14968603394605,0.0475847734452686,8.1637637722227e-05,0.000642517983719147,0.0682267283561333,0.00277864595498907,0,0.000271194362349702,0.132661199160109,0.0132427394420318,0.105651271618214,0.000163275275444454,0.0854312368173431,0.194730305733155,0.00552604371372933,0.00242069673710939,0.0909930104406897,0.00271947081079846,0.0298498441762168,0.224928297058776,0.224972768064689,0,0.000816376377222271,0.0916921288771298,0.00118454375523427,0.196290082267042,0.000537580783048324,0.0441568034513961,0.015151034344789,0.00432324268971544,0,0.18910131360189,0.00012939259443719,0,0.000189556724627476,0,0.094408084516256,0.117354287590761,0.0857967074411976,0.111582673053383,0.130084657458902,0.00398784025636778,0.0027843416664643,0.208129655997839,0.08012445664496,8.16376377222271e-05,0,0.0193529121708723,0.0372630588741681,0.0288948472673453,0,0,0.00164513316996219,0.108805586021807,0.00319244526048782,0.0021884891294181,0.000163275275444454,0.000633090696478249,0.0941877481824462,0.000864131333937233,0.000653101101777818,8.16376377222271e-05,0.0981706541108795,0,0.0815664562754866,0.0799726080670382,0.0228785724729978,0.11341235100805,0.136374289006136,0.149472411587868,0.194698311480545,0.00511533834563897,0.0679655241163889,0.00470875675515727,0.00508713864603632,0.000489825826333363,0.000489825826333364,0.0265604663277524,0,0.00650513644570418,0.00028241982520713
"keratinocyte stem cell",0.0120248194953392,0.000846666622634413,0.0821840507030811,0,0.301994734243649,0.0230057945569079,0.0437189955439862,0.142207610080373,0.195283772358331,0.00451216997550233,0.0265315843570326,0.129297316369641,0.0107843164919681,0.0025514505322313,0.302408886019762,0.0479634774385374,0.000823617482913209,0.00273042888271896,0.0046208911694068,0.00581378659358611,0.000802201158955391,0.000125152128490962,0.00212981504673826,0.401134344754533,0.224252014720753,0.103818494206901,0.000143087489113018,0.000143087489113018,0.000208785811691918,0.111561952930726,0.195464612190128,2.384791485217e-05,0.0156715521282004,0.0624018098199288,0.00939480620012642,0.0359742954321981,0.000143087489113017,0.0106791863194516,0.133343479526383,0.00643010985250323,0.00247503755380987,0.000190783318817358,0.0368488443343677,0.0498521354467071,0.230575729365522,0.0409343051340482,0,0.00264242585043141,0.113812632670993,0.000291631826873565,0.038090618149557,0.00197298288346356,0.0363232229126132,0.00188515758778963,0.000420423395574189,0,0.12939884555795,0.000323973028987117,7.55961015221595e-05,0,0,0.108773988069662,0.27182956901118,0.211618555620012,0.179364207701122,0.0723028183516022,0.00105826822741797,0.00156381754839354,0.168510753929168,0.0367475423333275,0.000222308547464921,9.53916594086788e-05,0.0259505026003184,0.00504802908711385,0.00251067828515488,0.000509149025521018,0.00053255331625642,0.000853575798172201,0.0431382658749223,0.0802668127000431,0.00529109521447393,0.000395516773543622,0.00148727563580632,0.225048326184186,0.00356756732181534,0.00216213106010225,7.15437445565089e-05,0.00466969123627317,2.38479148521701e-05,0.096402658919195,0.0433950991542664,0.00435321255787321,0.0765671813809997,0.162410483009995,0.0327656850442166,0.0483704858098007,0.0119602121617691,0.173416006170617,0.077837076489326,0.0369479580372604,0.00235693404431418,0.00147758186794137,0.0157619054455386,2.384791485217e-05,0.0156312079948551,0.00928787747600159
"kidney collecting duct cell",0.186242660529964,0,0,0,0.113965588293597,0.136196833464679,0.00242574508865281,0.0543135349966212,0.13116987343205,0,0.0279532238186917,0.0913373275812345,0.19167837856375,0,0.131137704287121,0.00627046009047604,0.0164178898849246,0.032776666836026,0,0.00970298035461126,0.0201868762042949,0,0.00970298035461126,0.49593720220124,0.0598351282614778,0,0,0.00727723526595844,0,0.0665695389082546,0.153632982868141,0,0.00242574508865281,0.109359100064895,0.00680992741428653,0.0658168152864342,0.00485149017730563,0,0.049910551891956,0.00242574508865281,0.00485149017730563,0.00485149017730563,0.0793927565758742,0.00768943000364645,0.00970298035461126,0.00242574508865282,0,0.00242574508865281,0.0165129077688978,0,0.00485149017730563,0.0301984611844283,0.00242574508865282,0.00242574508865281,0.00384471500182323,0,0.0188113802714281,0.00242574508865281,0,0,0,0.0195136495262213,0.0715891529798507,0.054106518845867,0.0640977200866383,0.123090762266166,0.00384471500182323,0.0952936560333124,0.142674312047117,0,0,0,0.0181733258533301,0.0169251025065858,0.0274668444734456,0.233654389263719,0,0,0.00242574508865281,0.00242574508865282,0.00485149017730563,0.00242574508865282,0.0221702218055716,0.0915935421297837,0.00485149017730563,0,0,0,0,0.0308006605583501,0.00923567250293935,0.443692441250642,0.0231583323479592,0.00242574508865281,0.0252221081742842,0.35407225164079,0,0.2997134966851,0,0.0772833186270387,0,0,0.0405101551232369,0.00485149017730563,0.00384471500182323,0
"kidney tubule cell",0.0149209953490346,0.00335228072382859,0.0210870290925048,0.000432279736217112,0.139252039861179,0.123280684654119,0.0243418420144955,0.0981615028885044,0.0602736988179984,0.00416884360983158,0.036877332441607,0.0385553616971188,0.227478111875863,0.00557938726205278,0.247748186598932,0.0240238843167538,0.00967808161126567,0.0455600399948615,0.0345728953466541,0.0557435290429265,0.0616181595598346,0,0.0237812219521738,0.380816747694447,0.111562647268671,0.0339793924430431,0,0.000432279736217111,0,0.0907957247518216,0.0166282836942782,0.000432279736217111,0.000432279736217111,0.0719823002339946,0.00172911894486844,0.0122967953620658,0.235800540339959,0.0129448925611243,0.042438727660547,0.0157262743477462,0.0385398799630697,0.000432279736217111,0.128079243078335,0.0366827922906885,0.026323857992254,0.00776523023947758,0,0.00612537144183974,0.246135437474614,0,0.032099523881282,0.0132885687860035,0.00730386030862615,0.00349604630368138,0.00180257407966862,0,0.0295392978145644,0.00172911894486844,0.00216139868108555,0.00212114937231587,0,0.174539505566044,0.100095359453639,0.076687774843109,0.0252916826594028,0.104568296315479,0.0555889528366701,0.172479172131566,0.103017219393716,0.00972644611947256,0.00327882558902843,0,0.0113716524499867,0.00368962658834606,0.0987159891411768,0.407028781780901,0,0.00449608941914206,0.045577513223681,0.00459485547588562,0.0216644822960699,0.000685147171725754,0.00943503844771668,0.0113223130956779,0.0198349379054208,0.00795616969672319,0,0.00479116351998682,0,0.0473036474486918,0.0111197420895399,0.21830100083339,0.058973854381506,0.000864559472434225,0.0549307137515075,0.347590165293244,0.00638336071672774,0.172645313338972,0.0149947194856544,0.147885461377594,0.00419629464498069,0.00728618640741046,0.0105867224672918,0.000432279736217111,0.023976901223451,0.000685147171725755
"large intestine goblet cell",0.000875871988781453,0.00387113191603023,0.0168079963224187,8.27217767046371e-05,0.245568130571451,0.126132003383335,0.0533990811712794,0.0909631108044173,0.0692216155080394,0.18846419034891,0.0151068996803976,0.069484346574491,0.0997167597641033,0.000754206735634585,0.221529365481195,0.0605967635339093,0.196343080656283,0.253589914071295,0.0578913990492365,0.00438428448872276,0.0013742785734025,7.12526601377376e-05,0.000626487678299369,0.314090674749238,0.171470072029752,0.0918266008508929,0.122949319179798,0.087573998338371,0.168879914555678,0.0683547914264505,0.00122613948853317,3.56263300688688e-05,0.100500313050443,0.126445892182667,0.00110659122270117,0.000732173380680065,0.109028642546955,0.00211405134916352,0.109023432288843,0.0397637706146251,0.0940324075665714,0.000767761167117793,0.013679427925822,0.0856629431062089,0.21138818890273,0.231911507306301,0.00595336118375,0.00591343086317224,0.00297777961323863,0.000307948873684748,0.0101212483987572,0.00124692155241041,0.000519608688092765,0.000326690774808155,0.0265911045046433,0.00697241552601373,0.0959020156213962,0.000227734810408895,0.000296479757117849,0,0.000628963413436344,0.13065242299006,0.116230884499669,0.109636901905433,0.0707792734226047,0.0759857823373758,0.0131396627506404,0.0575669999458005,0.20155338786466,0.0761713047822121,0.000414827863891353,0.000757849984008426,0.0005465025594097,0.00264512984673407,0.190917414855665,0.00876072142630762,0,0.0698593398651709,0.00340910534903036,0.0719526301715966,0.000477119120890977,0.000433569765014763,0.00112248833463453,0.158602426948363,0.0068664666270868,0.0179749819089612,3.56263300688688e-05,0.00893108537148991,9.209272726634e-05,0.0514379938601603,0.113584143839439,0.192247807467697,0.119227523404108,0.000249384310482081,0.000320636970619817,0.260303008797286,0.0201497919227671,0.0986816247839249,0.00234432618238738,0.0188471402666359,0.00041272969788616,0.00024938431048208,0.0763573421275965,0.000259552144133655,0.0354675337721512,0.040065917408745
"leukocyte",0.00360780502802433,0.107426384012396,0.0997078058189678,0.000203172032946356,0.215875919138227,0.110049996039812,0.0977288844048905,0.328149967645621,0.103425589262564,0.00883092708560266,0.019914804743998,0.190969269001055,0.0319756089550977,0.000203172032946356,0.194287190206023,0.0472736825871535,0.010328263060322,0.00179459622096942,0.0074447007494993,0.123364869385217,0.0139982531136206,0,0.167163347380079,0.391941934031243,0.156534570520709,0.183850895326076,0,0.000406344065892712,0.000203172032946356,0.0704995591780227,0.0450431196131599,0,0.00166494540961405,0.0411700130272618,0.00768406482904659,0.0192851293143587,0.00100655413599664,0.221553362462346,0.00415991622241688,0.0631414106243162,0.153161707772396,0,0.00284326123753644,0.150005071179159,0.113049374735892,0.0105379016591936,0,0.0872254327665658,0.108547145051235,0,0.167480205286523,0.121909483153876,0.00538233208001187,0,0.0223879931337351,0,0.0648529650904964,0.00256370303499471,0.000609516098839069,0,0,0.0317000824738414,0.00316642851466425,0.144769904182768,0.0277376388454294,0.0169248824853129,0.00901365185747686,0.00158623617144819,0.250725682567907,0.0992093964047701,0.000525192086361614,0,0.00194739631698611,0.00723637916090513,0.0640720929357459,0.00364474614765676,0.000203172032946356,0.0410560518633803,0.0558193307664252,0.185838604206491,0.0609832908738445,0.000203172032946356,0.000203172032946356,0.00235374038287882,0.151644889176032,0.135633595432581,0.00874171358104818,0.000203172032946356,0,0.111477155961784,0.00156451399211559,0.000406344065892713,0.181826698400716,0.000406344065892711,0.0999064293391653,0.0375564073402043,0.000406344065892711,0.0212894592891574,0.0391820047245917,0.0332514228518126,0.0504271540195163,0.097099519082292,0.117768671934406,0.000203172032946356,0.000203172032946356,0
"luminal epithelial cell of mammary gland",0.00663647774749703,0.00540897366714357,0.132636141454755,0,0.152192731400703,0.177889016054138,0.0325597850926405,0.268160812546924,0.197619060339181,0.0114197759909898,0.0284888645070374,0.135895856773043,0.0807395369072871,0.0023484359956929,0.130941584880154,0.0105638918932983,0.108160764637611,0.19402863581554,0.017219747240348,0.10934264753525,0.0109451054901043,0,0.000752304321289372,0.18787559397528,0.0966571962485183,0.103330422333579,0.0584663356854591,6.49380022803301e-05,0.000324690011401653,0.105010001808965,0.254426621643931,0,0.000427614309887718,0.124487093364122,0.0182279293809107,0.105479276009254,0.000454566015962313,0.0265916079979526,0.144046509319643,0.0248039169626832,0.0116595506595543,6.49380022803303e-05,0.000259752009121322,0.0168101985897494,0.108809520731765,0.188766990901967,0,0.00556971782346011,0.0017459911861714,0,0.0302201346570137,0.00213332695416432,0.0145343627451558,0.0007240423038715,0.0310571106688292,0,0.217171894998779,0.000606511200785267,0.00012987600456066,0,0,0.179122363086912,0.242368717509243,0.0740972220254804,0.112779601864811,0.0845749405759423,0.00862055457034664,0.0154302459244601,0.0909649804344571,0.0239541408463607,0.000259752009121322,0,0.00647965441870106,0.0179481104585028,0.114077278730275,0.054763565363948,0.00012987600456066,0.0054557422908777,0.060474783738928,0.141985865426154,0.00581074002392822,0.116830338142813,0.00484731225960872,0.29271377027724,0.00649214275320695,0.0161934865931119,0,0.0657154053862341,6.49380022803301e-05,0.0761875351011395,0.0280284420763216,0.048619754962814,0.280102772606727,0.000992603484144244,0.171027243442561,0.174848123485333,0.00290597159803619,0.0521601330544775,0.0279202211844574,0.0775887033269816,0.000622428316728713,0.000400662603813126,0.0488285142223178,0.000389628013681982,0.0337648259114828,0.00369865203843459
"lung neuroendocrine cell",0,0,0.0497154927595923,0.260178578134099,0.299116532302955,0,0.0950098211471211,0.175004496721753,0.11947512012513,0,0.0808251881791572,0,0.197858384242861,0,0.314251095128046,0.0206960457698133,0,0.12286548444633,0,0.0598692989421689,0,0,0,0.316326243893446,0.0554683799806469,0,0.191168673797312,0.192591916468131,0,0.128145911727216,0,0,0,0,0,0.179323678833236,0,0.0130577510574519,0.180250906439061,0.0883772660238852,0,0,0,0,0,0.0303191590363427,0,0.0830153314111071,0,0,0,0,0.110514594334852,0.233097003978894,0.199323120048931,0,0,0,0,0,0,0.0303191590363427,0,0,0,0.0863732344617327,0,0.120318285243335,0.214329814417429,0.0598692989421689,0,0,0.14226181816958,0,0,0,0,0,0.0451723968764437,0,0,0,0.0744349227574976,0,0.0130577510574519,0,0,0,0,0.111502209995495,0,0.202122457790661,0.115907348545499,0,0,0.149077699988812,0,0,0,0.107637313799454,0,0,0.190474384568251,0,0.0761644257504602,0
"macrophage",0.00753392372656591,0.104792462825909,0.0925784463350567,0,0.23253228341653,0.13363869089166,0.11577440664908,0.301705199736682,0.156343874552979,0.00637080597263667,0.0196949059321151,0.106014761681289,0.0559035610737139,0.00249682737746014,0.201892832839902,0.0557626217785048,0.0182458023791064,0.00155190517794972,0.014569325503963,0.0418207181607803,0.0471741486415273,0,0.180360051044792,0.344773825686223,0.161433176500836,0.142358747755943,0.000310381035589944,0.00188943302078259,0.00121262474900159,0.0601717582464525,0.0123233188486955,0.00062076207117989,0.00300213739430754,0.0338865296111347,0.0014230854091149,0.0294135910651118,0.000620762071179889,0.293555587533153,0.00455404257225727,0.0565105428740345,0.198469804893329,0.000310381035589944,0.00165182555342636,0.131253807479085,0.168843035815441,0.00235422851588473,0,0.141738878393444,0.108006024191145,0,0.140070837141898,0.154588023644808,0.00869804008575076,0.00111270437352495,0.0131045592434259,0.000310381035589944,0.0854916463400129,0.000620762071179889,0.000620762071179889,0,0,0.0536857404017726,0.0120226178186337,0.114514496272516,0.0595273496981493,0.0218731588663511,0.00667313235145395,0.0030151175837482,0.190374541026211,0.0538240308026014,0,0,0.00666877931377505,0.00412137889387121,0.105660279167529,0.00192120415670525,0,0.0292689007510665,0.0239689753612153,0.169439884443238,0.0130535773782756,0.000620762071179889,0,0.00266460955147467,0.129023197738951,0.14959299054228,0.00705997466188279,0.0027755869129453,0,0.189865252158638,0.00160464667587001,0.000620762071179889,0.133256454564838,0,0.108583847592285,0.0585083329349172,0.0014230854091149,0.0149732872620318,0.0395141431281242,0.0444940996997689,0.0324288580256661,0.141550882008361,0.147091968123005,0.00193330719565812,0.0030214692530931,0.000620762071179889
"mesenchymal cell",0.166285129772276,0.00929943199394534,0.115767007688905,0,0.229404603196288,0.129627330799611,0.0318992972582328,0.207647036998947,0.231641608174568,0.126226601157315,0.060711445098119,0.151339992197499,0.049836848206188,0.00624299425434833,0.255969851337848,0.0918946832587892,0.000299986846060046,0.000757141831635155,0.035724122099163,0.0618239001894989,0.0296016774751,0.00031769852381569,0.029412957392924,0.310593261261949,0.210848119045223,0.159899289026439,0.000308747561476527,0,3.81760717219929e-05,0.0821824188362442,0.00864990023358765,3.8176071721993e-05,0.104846798608479,0.108343414991454,0.0025249313916332,0.036201766044247,0.000200345257145043,0.0120839579053782,0.000513828226810357,0.0439400495761101,0.113384545507285,0.0540310523975444,0.0246336562043572,0.118151198375296,0.197292820647952,0.00910858114065447,0,0.0313344417007913,0.0386068410724035,7.63521434439857e-05,0.0353402601674929,0.00711392136680527,0.0817882429714167,0.0771282253082184,0.0356595184257756,0,0.133071346481953,0.000426423857984346,0,0,0,0.143717816717969,0.146150423109453,0.108056072943448,0.136552975202652,0.133242322437621,0.04105158197176,0.127398101635217,0.240301604744693,0.121489828940957,0.000114528215165979,3.81760717219928e-05,0.036386730584431,0.0794724039387538,0.0499693819519539,0.000584063662599644,0,0.0183694200462597,0.0880402841796802,0.103821848112975,0.0183860607047178,0.00039930001164438,0.0864257642120996,0.0331615447866769,0.0605449348771286,0.018909200837173,0,0.119572678086912,0.0194780709705576,0.161628765198659,0.0598551934925569,0.000454558309363873,0.0703848027103769,0.000365916215880144,0.0609121728743479,0.166384811367559,0.0589473280568946,0.000706611607219385,0.0613170319762863,0.146992024379738,0.0939442495761037,0.0803462774303045,0.103769907730536,0.0306393503321937,0.000470316686480708,0.0509178137457521
"mesenchymal stem cell",0.157383005964842,0.0148306129683852,0.147944714294749,0.00161558873368128,0.224227796203997,0.138108395713006,0.0152644819450575,0.235693231384804,0.304969271509824,0.0672062261962044,0.0697561586725779,0.134127517557958,0.0625558332267067,0.149409485715129,0.246425343949528,0.0540468278576732,0.00238299469782399,0.00263343243427088,0.0266110244356962,0.0696783794989213,0.0178638644613369,9.71754574523675e-05,0.0243847773983773,0.253541445284315,0.170902015250455,0.164886667984972,0.000564639758533121,6.13108874236161e-05,6.1310887423616e-05,0.0978117316594574,0.00443455012341969,0.00748669595304204,0.0130962179739953,0.0613023630908161,0.00515151356803277,0.0455783321449601,6.1310887423616e-05,0.0124106100953135,0.00291856023045995,0.0483578850283155,0.0252123654352049,0.00341810660544272,0.0118715559467717,0.127435978448002,0.170518529116094,0.0161052619840042,0,0.0715692877439626,0.0339013644359662,0.000316972689751966,0.0562758936196667,0.0253418824401687,0.0277063270802341,0.0206974957493002,0.0224197567526525,0,0.234640714113236,0.00152089922351897,6.13108874236163e-05,0,0,0.213227046033592,0.197748011045512,0.13139866365045,0.167068656413827,0.0515617965320802,0.0290205592224822,0.0436144089264237,0.221481940742594,0.0439790078419826,0.00052635166941768,6.13108874236162e-05,0.025209169229333,0.0404110673552015,0.0665681571522828,0.0131776194296013,6.13108874236162e-05,0.0043573012832113,0.108236568070975,0.0460713184426373,0.00957568115119489,0.000795648548454459,0.0258970743522812,0.042951336319967,0.0673309141794524,0.0347202062379398,0.000233432309008024,0.0175699384873374,0.00460988713889345,0.213902308618578,0.0760129772134918,0.00138762203638761,0.090540445724081,0.00299113052938402,0.0502138629211205,0.105073582448925,0.0612490283976124,0.00237333981412166,0.133984876695556,0.164981948304005,0.10381830852326,0.0683402396897102,0.0703360314372608,0.000490487099388927,0.00137475798017247,0.0316155676043162
"mesenchymal stem cell of adipose",0.20801410992947,0.0109949022118277,0.0373652766961279,1.38837124405512e-05,0.249003590460393,0.0453429994547671,0.0336747274978152,0.193618411637838,0.243178294816343,0.0934019973758486,0.0531469005107573,0.0807821534516425,0.0741098979870394,0.142022231492508,0.288819673889865,0.087055678222005,0.0003386559208565,0.000785114266681929,0.0417095415638065,0.0265988461925804,0.0130797068080192,0.000131332028444218,0.00540121630663036,0.338958757453486,0.201948754992622,0.114225391786657,0.000138837124405511,0.000105307438232376,0.000623649890201878,0.120240348048013,0.00302699006482533,0.000536485239632324,0.0661153954802483,0.111389901698266,0.0025392931807499,0.0585353186122545,0.000246777173866756,0.00838315416168163,0.000702317824750514,0.0518249748063846,0.0116955887080353,0.00291271442719575,0.0293389164399962,0.132884577940718,0.215510049780276,0.0171032711901415,4.61206944176033e-05,0.0469911262078495,0.0913326856675803,5.42421455661202e-05,0.0505391194654014,0.0339975411912947,0.0749674719168668,0.0436091878402345,0.0380514618045835,0,0.159377861411236,0.000244144562637885,0.000209285045357043,0,6.94185622027562e-05,0.184556524830707,0.187860965347696,0.0920106684379693,0.155661528021408,0.0643729200614554,0.049490213283707,0.099621209610156,0.236861923404327,0.0381397080924012,1.38837124405512e-05,4.16511373216537e-05,0.056981270943047,0.0303139806833242,0.0377235738887799,0.0127093912394597,0.000135247726388315,0.0204207639649976,0.074929418095066,0.0212214656963737,0.00836266986641997,0.000216591155911378,0.029150251036938,0.0457914111394893,0.0902117601000342,0.0471959480407193,2.77674248811024e-05,0.0159059020437656,0.00586792688396826,0.148016658590304,0.101632646006936,0.000959793459511843,0.0278605844925456,0.00101291648829536,0.0185796376466174,0.174201811374797,0.11766541621008,0.00128650672638989,0.0810700994446336,0.159552340954247,0.0867202748170794,0.0941161562375942,0.0675200716549722,6.36563009107224e-05,0.00214955266803707,0.0571927651011404
"mesothelial cell",0.274268807619051,0,0,0,0.235758798031264,0.132990820642085,0,0.143548273052874,0.113222035456671,0,0.107427046149518,0.0171940288869179,0.141896567839619,0,0.334081161321751,0,0,0,0,0,0,0,0,0.366874950616666,0.121494541658269,0.172633031496341,0,0,0,0.0908773584300976,0,0,0.124292517382678,0.089571491653676,0,0.0343880577738359,0,0.128676944658654,0,0.111343947676016,0.0171940288869179,0.0171940288869179,0.131798007188011,0.226844559757874,0.185932466178595,0,0,0,0.0343880577738359,0,0,0,0.0399232987368396,0.0851825944722542,0,0,0.101973269102779,0,0,0,0,0.178979368451173,0.237023954146957,0.0171940288869179,0.159653473977769,0.126505961704404,0,0.117045857173361,0.0843692186458388,0,0,0,0,0.103548766144856,0,0,0,0,0,0,0,0,0,0,0.0888918398179983,0.123959549427512,0,0,0,0,0,0,0,0,0,0.172633031496341,0.0545037820441625,0,0,0.113222035456671,0,0,0.151433914947197,0,0.236041917090119,0
"microglial cell",0.00171725119596602,0.102853477592738,0.0334845793418552,2.36342738821945e-05,0.0376943619296014,0.00226912737399556,0.170335974164604,0.210800620517596,0.179651904545604,0.00401175260438431,0.0332104548169103,0.0132032331118362,0.22820609645061,0.00149603335562668,0.0846653849488221,0.00399612180945397,0.000876631133120337,0.00141185488248649,0.00166069781872891,0.12192578999353,0.0492313928358579,0,0.2184370015953,0.114169486469066,0.0236306594208593,0.00897150099475469,0.000214716491951514,7.78154036230106e-05,7.78154036230128e-05,0.0529583516830752,0.00294587168085026,0.00017926508112822,0.000607385992807995,0.0165290134886933,0.000813605323406254,0.00707413928791754,0.000251117686443575,0.273225444130181,0.00369812163325477,0.00508679200842503,0.337707978661862,0.000317962410827424,0.00145852171157267,0.037213509994862,0.0298023102291367,0.00149899938963706,0,0.210324421828252,0.268520819804115,0,0.3739699977509,0.306679912090281,0.00946588548364598,0.000504707313834607,0.0283253442586336,1.18171369410976e-05,0.0661051254447364,0.00102604876629335,0.000473180537562265,0,0,0.141081628496347,0.00437054329769312,0.022593484326307,0.0472713893532205,0.00735713529888961,0.00292153159726984,0.000731573022150167,0.0124828097199113,0.00142373406462969,0.000631877945732669,7.09028216465845e-05,0.00194383916234088,0.000320590452525025,0.00596985530409177,0.000561612695811951,9.45370955287757e-05,0.000726226017522281,0.00729181846693779,0.111235777078337,0.0100096289093817,0.000736500024155417,0.000330611348095411,0.00144005463689029,0.01735507223203,0.0882006310599503,0.0255882799199483,0.000568941885350747,0.000106354232469876,0.180895236549665,0.000673470062783411,0.000200891327998656,0.0692714655912413,0.000483614113643831,0.0025595512717803,0.0152531606094672,0.000389965519056211,0.000469788949690985,0.00100698362532637,0.0328131185585443,0.0196531681341611,0.0943262114585243,0.316103726840338,0.00026367439343327,0.000592162709297138,0.00062530095140492
