"cell_ontology_class","Aebp1","Akna","Arid5a","Ascl1","Atf3","Bhlhe40","Cebpa","Cebpb","Cebpd","Creb3l1","Creb3l2","Csrnp1","Cxxc5","Ebf1","Egr1","Egr2","Ehf","Elf3","Epas1","Ets1","Etv1","Etv2","Fli1","Fos","Fosb","Fosl2","Foxa1","Foxa2","Foxa3","Foxo1","Gata3","Gata4","Gata6","Hes1","Hey1","Hmgn3","Hnf4a","Irf5","Irf6","Irf7","Irf8","Isl1","Klf15","Klf2","Klf4","Klf5","Lhx3","Lmo2","Maf","Mafa","Mafb","Mef2c","Meis1","Meis2","Meis3","Mnx1","Myc","Myod1","Myt1l","Neurog2","Neurog3","Nfia","Nfib","Nfil3","Nfix","Nr1d1","Nr1h3","Nr2f2","Nr4a1","Nr4a2","Olig2","Pdx1","Peg3","Plagl1","Plscr1","Plscr2","Pou3f2","Pparg","Rora","Runx1","Satb1","Sox10","Sox5","Sox9","Sp100","Sp110","Tal1","Tbx3","Tbx5","Tcf4","Tcf7l1","Tfcp2l1","Tgif1","Trp63","Trps1","Tsc22d1","Tshz2","Vdr","Zbtb16","Zbtb20","Zeb1","Zeb2","Zfhx3","Zfp536","Zfp612","Zfp9"
"basal cell of urothelium",0.00710848555557391,0.00157065490762683,0.0669081626397501,0,0.158874974077641,0.112405844567527,0.108271453090319,0.214260629928883,0.079324192746597,0.00131608861917767,0.037025171781517,0.15237337639091,0.057769135959765,0.00207465087601152,0.207655019896287,0.0397579719697287,0.144239057340954,0.174572220763727,0.0770176435979955,0.201774178538678,0.00631401624564158,0,0.00127283144224578,0.254863980957006,0.134876225094623,0.138079382530402,0.186516507480567,0,0,0.129290686284232,0.221567629135621,0,0.093095587100147,0.208366386190162,0,0.0435910962714346,0.00404792067506953,0.0214058034001069,0.170048321990013,0.0232147552014762,0.017329003547819,0.00101826515379663,0.00220043438811922,0.0233966608805337,0.175813198606624,0.234057610351987,0,0.00303109294589423,0.00207978748452514,0,0.0981873316316476,0.000254566288449157,0.0490665837524362,0.00556712635931212,0.0127583547486021,0,0.141054377557551,0,0,0,0.000254566288449157,0.0914474638301107,0.0545117761719562,0.0526430730556206,0.0799585882030487,0.174451720505733,0.0111859988261184,0.0736732452385736,0.174954763188399,0.0986868529423612,0.00160934977095793,0,0.102830418641892,0.038875530158846,0.0424516437502335,0,0,0.176460454940987,0.0455106864250534,0.169494138840134,0.0344633484307534,0.00159051171759671,0.0170029071723147,0.0277661525495726,0.000509132576898314,0.00321869954191585,0,0.139459586520793,0,0.044949001812878,0.0185827749755751,0.0636374795965461,0.20316668587081,0.164840897101866,0.00293000070373639,0.179929639026857,0.0311800254480447,0.0178477106991838,0.0376068970704432,0.0816215296461756,0,0.00147835678821515,0.0765385271920451,0.000912610598037992,0.0283234524405412,0
"bladder cell",0.0055013677234982,0.00153757901938487,0.0488291635886752,5.17214949920798e-05,0.207957984770479,0.0917208382747677,0.0856313566051083,0.220815729337213,0.0769878410067761,0.00410106431713572,0.0558717500063051,0.1330663683789,0.0620902784238969,0.0010646850348932,0.195062931437064,0.0285815192842634,0.16666186355208,0.234314592662659,0.0414622835086381,0.157082296578211,0.00901934243283855,0,0.00114184590734394,0.275264388642779,0.127386431638822,0.146737238394044,0.171675888464318,0,5.17214949920798e-05,0.0929009441771822,0.253784808974026,0.000206885979968319,0.0914683687662155,0.206425354354094,0.0012755440323797,0.0906920661659245,0.00010344298998416,0.0217467467362894,0.160198634030749,0.0227236027732386,0.0385011644794299,0.000592406886388203,0.00323183054672694,0.0374310697845862,0.164352803356999,0.235749348963116,0,0.00310586410357125,0.0048697518929978,0,0.0850259410648773,0.00163841901780565,0.0594045630085284,0.011386281302695,0.0193517932390985,0,0.130287343202809,0.000517214949920802,0.00010344298998416,0,5.17214949920797e-05,0.0866713870724952,0.0521906903544442,0.0880810294513068,0.0495396414163015,0.162301479391712,0.0130676907981854,0.0870936121476908,0.19527088856364,0.0724808849235413,8.19766300436836e-05,5.17214949920798e-05,0.0679855431952981,0.0307638232880275,0.0268392947312633,0.000675797666630337,5.17214949920798e-05,0.19375078500723,0.0415398651561856,0.146994126108144,0.0308227359847342,0.000408956202343692,0.0146497328017691,0.0276455855336692,0.00268444381706443,0.0182050618470538,0.00010344298998416,0.108809557457354,0.00105442909477193,0.049890612972084,0.018540297209368,0.0722769384604724,0.214156734601859,0.122245804097024,0.00899007435640311,0.176570602938578,0.0554042703932114,0.0122794142912335,0.0040311262261933,0.0648431810213617,0.00219213086675266,0.00222832619680286,0.0828537170254458,0.000598016463641567,0.0434215777234487,0.0015171112521785
"brain pericyte",0.00947529212355364,0.0181363912358283,0.150477085420753,0,0.213744012954862,0.0656844759412326,0.0370298259805116,0.206123535541555,0.116868705963386,0.00100229351888963,0.0411806788786438,0.141167519493306,0.0509421011477519,0.18319331918961,0.234121808585434,0.0100733007492145,0.00115954441731144,0.00272606283585154,0.236983570418439,0.0582752708024585,0.0456792543842089,0,0.00751456196170238,0.355334505696936,0.17272038013968,0.118036790869206,0.000770384635427337,0,0.000695726650386867,0.0555688731533257,0.00278290660154747,0.000463817766924577,0.000463817766924577,0.194561769311977,0.0174294062693065,0.117683318443168,0.000831384650796419,0.00908989297942685,0.00472983568356351,0.00933510458696916,0.00139145330077373,0,0.0535352275986505,0.120302646696972,0.139958378482927,0.00785300849425446,0,0.00558156873930936,0.0351592082679391,0,0.0620413725036441,0.208229501968905,0.000231908883462289,0.00165334406434636,0.0343689138602115,0,0.0346866007424397,0,0.00402350052456538,0,0,0.155917479085695,0.0767221471928375,0.0906140876407279,0.0164965305718697,0.105926290397804,0.0194497656496112,0.196323043701761,0.247118813416351,0.137532237328743,0.00113795151929918,0,0.0168022870212361,0.00217213332685378,0.0201035801367754,0.00569663644250557,0.000599475767334129,0.000231908883462289,0.0396940758949788,0.0316653654260927,0.00304360031984994,0.000231908883462289,0.0541810955539457,0.00315047348541931,0.00543040845191753,0.00139145330077373,0.00197303315573493,0.125382413937867,0,0.138861404811664,0.091226514789841,0.000927635533849155,0.0145506228104966,0,0.0288177834844967,0.308939364834973,0.00300921441423686,0.00147842827655173,0.0410451198163445,0.128026731709946,0.0673383065466212,0.079973373186849,0.193679451229222,0,0.010045618740554,0.0168097375763847
"ciliated cell",0.257313482817969,0.120949889117391,0.00296100095349507,0,0.0664437569208646,0,0.0933574244285493,0.294474401027747,0.0392024638689985,0,0.0339826564528856,0.0481420654067143,0.159317270181856,0,0.130664183971255,0.00469307547588927,0,0.173317603132848,0.0883458009714189,0.0783739912254075,0,0,0.0245330838701413,0.228750746027982,0.0720480377404464,0.0293609282954748,0.251933770908838,0.175140739627483,0,0.177525256471192,0,0,0.102277481932891,0.205416794885751,0.0537041221753683,0.127765292410688,0,0.0155391183711794,0.0643460637228833,0.00469307547588927,0,0,0.161166384340151,0.11599609182049,0.0225905322266096,0.1205955454534,0,0.0317096073800201,0,0,0,0.022962229288153,0.0245330838701413,0.00296100095349507,0,0,0.00296100095349507,0,0,0,0,0.138501374715293,0.187147510606623,0.0527287866516366,0.0827862227492678,0.179562050750641,0.0254200821503547,0.159713129204106,0.0656941938600512,0.00469307547588927,0,0,0.0161653822283262,0.0467439908441199,0.181744578866434,0.157033643988369,0,0.0940342882367261,0.0354647372737606,0.199733268580141,0.0442034941288132,0,0,0,0.0196295312731145,0.0566268105725761,0,0.0149364557972253,0,0.0352395949279134,0.0633876528933233,0.0390026448747772,0.105779825251926,0,0.015650081009656,0.346035151015062,0.0217595910716543,0.0810337441284337,0.0118440038139803,0.102205091382746,0,0.00296100095349507,0.10236589551329,0,0.0417525609214908,0
"dendritic cell",0.00350115103414023,0.159390384088901,0.0332613350407451,0,0.161946339527463,0.0984552533679516,0.0633358915798287,0.434111520664899,0.0925848150763473,0,0.0107089497494762,0.0445432542270105,0.00403034452525136,0.00252195383648243,0.0966834609451585,0,0.00116705034471341,0.00116705034471341,0.0103078441360502,0.0750454516972021,0.00648210364827015,0,0.0838402958679847,0.392454238363138,0.0378236888735091,0.123452029100438,0,0,0,0.0504175316495407,0.00267544103348234,0,0,0.0886355897438861,0.00116705034471341,0.00638180353835935,0,0.262347541312009,0.000583525172356706,0.0821442458826887,0.109722138901763,0.000583525172356705,0.000924865516412227,0.276024475821404,0.203719376556923,0.0064154819841936,0,0.0579512852816918,0.0324838059405273,0,0.087047840746933,0.145383847047056,0.00437168486930689,0.000583525172356706,0,0,0.0140127981551842,0,0,0,0,0.0210073281983868,0.006122260386377,0.243292435820973,0.0538062543316406,0.00788329378790018,0.0396762647231511,0.000583525172356706,0.366652656563792,0.0365962765722984,0,0,0.00116705034471341,0.000924865516412227,0.0245173809626748,0.00116705034471341,0,0.100718577169911,0.00310547900883914,0.0899237578137128,0.0116118445439464,0,0,0,0.099258371365981,0.116673409041315,0.0035142032160929,0.00193842866412573,0,0.0601349173206771,0.000583525172356705,0,0.076981522587619,0,0.0970410926463607,0.0218595480117809,0.000583525172356705,0,0.0493801412045856,0.0422049757901102,0.0116406556309828,0.156172653737675,0.0423199543425982,0,0,0.000583525172356705
"endothelial cell",0.0167482990072513,0.0107226006387858,0.0651821157782284,6.33496901803081e-05,0.184498528862524,0.0898642036583409,0.00745121583354312,0.0882332504408357,0.194834409619719,0.00355126967583493,0.0349748022302795,0.116644876607972,0.020863674175636,0.0782921283329305,0.211600742107472,0.0277789818083942,0.000686753377881455,0.00146802770245822,0.290068260410535,0.206870300063582,0.00384019586426188,0,0.162614751335469,0.305531386933631,0.132976417599743,0.0874686550521453,0.000147056368485823,0.000750701413096219,0.000396806946242129,0.136500626596867,0.0344155870412405,0.000134033486920235,0.0146328768167989,0.154365503987946,0.0791387654130309,0.0219835026598242,0.000194380441034794,0.00790592488670286,0.00662966432884459,0.069026422299254,0.022866198089912,0.000624008402071952,0.00413611635066549,0.29170449756434,0.252119684397207,0.00278614447674406,0,0.139540988715134,0.0170621179888901,0.000403422870358925,0.0220627977562891,0.0915865941641032,0.0346325024690833,0.0232144258653608,0.00131641044274695,0,0.0254883782232917,0.000920911465252741,0.000579481243040817,0,1.76709491849817e-05,0.159139560734387,0.202519384625501,0.034614594619558,0.0296203794536362,0.0556486113351672,0.0181226245836182,0.0572659003459974,0.157651092422105,0.0558600610531618,0.000470871972819204,7.0683796739925e-05,0.00691555336231706,0.00286955294175772,0.100576272738785,0.058367087258669,1.76709491849817e-05,0.0480692279913701,0.0283665864863108,0.00292669860440303,0.00394123984942462,0.00165227870417171,0.00156066439136276,0.00986050240494621,0.124873894403529,0.0499277051556371,0.0268877224721681,0.088164955584481,0.000754488426531612,0.268591980093255,0.0375858936929797,0.00165679498983343,0.0327373890752153,0.000680972066328303,0.0192125380963857,0.301415589887317,0.0465174469525919,0.0007795911262642,0.0428122470208349,0.0960536877432714,0.0683268093721026,0.0151269533111016,0.046774695338959,0.00142610494758553,0.000213408794731874,0.00624057080457563
"endothelial cell of hepatic sinusoid",0.00219350303140641,0.0166087332377064,0.0122002401132406,0.000262182471011146,0.0335679099157745,0.0478223347201242,0.0471960661412578,0.126840535500952,0.153063800098701,0.0268948991177289,0.0560150037893656,0.0347928806198342,0.0235902386366643,0.000786547413033437,0.151386447148658,0.0018582085209187,0,0.000524364942022292,0.263436890507185,0.286179353047274,0.0455290860673116,0,0.109583578265422,0.259718408195321,0.0837202710452081,0.0618829289010906,0.0135507658486572,0.0111100816531682,0.0185525637603416,0.152310608862489,0.00453554910479661,0.198552956804013,0.00270296398528105,0.135483658581284,0.000524364942022292,0.00169354974310185,0.0357635378115305,0.0167538199049188,0.0180880222579347,0.0359475009278336,0.0785141498706473,0.000524364942022292,0.0340654259065317,0.261223805766491,0.10504454682807,0.000524364942022291,0,0.0908856112627804,0.357099043224318,0,0.0300745716960544,0.155758982933169,0.0509654198653793,0.147245310484262,0.000415549384899079,0,0.0234234006036395,0.000786547413033437,0.000262182471011146,0,0,0.128726625354449,0.196318237806215,0.0164193043500987,0.0437872696514784,0.086387903422249,0.0355280880253157,0.263690256622374,0.044272626089864,0.012303439889102,0.000524364942022291,0,0.00178476913451495,0.0127053381012787,0.0183960232576621,0.0203710580653465,0,0.00290832647753289,0.0243062036614309,0.00602214103758906,0.00680329077722139,0.000524364942022292,0.012184124369209,0.00438218219090868,0.182794275790157,0.0691466368692173,0.0373729858665425,0.00220701337296018,0,0.247289067385524,0.110026364484475,0.00399479223033459,0.0226926602333881,0,0.0135274431962374,0.159190345040346,0.0560162898524325,0.00148721049278433,0.00998481172352211,0.0805884385119481,0.120265405308126,0.104362661517283,0.106521755719399,0,0.00312647680853998,0.0137467692832571
"enterocyte of epithelium of large intestine",0.00230986700305906,0.00238911464635449,0.0173870763411657,5.86012786191334e-05,0.196887374497711,0.117548519570596,0.052752455199646,0.0679768903058372,0.0880978504794729,0.0219451317890792,0.00544812451824046,0.0154114958343898,0.00160389339978279,0.00263656378903713,0.22511616629792,0.0133405621047319,0.103831258538071,0.299908530821604,0.118391552364888,0.00409826850027074,0.0022698692701145,0.000351607671714809,0.00220198382827593,0.349025147167043,0.0970138797961259,0.181091866104273,0.0574763330954339,0.0044115689989661,0.0201537944121839,0.100454993695876,0.0034044397775272,0.00154566870875316,0.0645079018718646,0.0943308450458145,0.000710791493526326,0.00121757372766645,0.244557495872073,0.00164638754026477,0.132535475878024,0.202165370045108,0.0574057478897245,0.000404752620185131,0.00021008338634391,0.0214593221289398,0.311057977760824,0.256835736827392,0.000309731328041739,0.00198258105947688,0.030406777614831,0.000842076777734054,0.077211375566558,0.00156787061693787,0.00233582405827183,0.00173276179249766,0.0332993442764804,5.86012786191341e-05,0.00329165957423149,0.000293006393095671,0.00133440287272788,0.000287550062946865,0.00100522472093543,0.0329781182396909,0.0347154743402844,0.0293255602279499,0.0127993759472062,0.126369959581655,0.0269757908102228,0.0325795944421379,0.0132809385167652,0.00446697506673712,0.000661338999756543,0.00145044070801277,0.00259383404104349,0.000980526405213306,0.208840923979608,0.0078801417601612,0.000856008233597767,0.152813091053988,0.00164533729354083,0.0319735100011357,0.00172195427682023,0.000487675626936898,0.00168400228436236,0.029113168231907,0.0191908117197549,0.00600522177322592,0.000710489011006688,0.0431425079329682,0.000513047601793459,0.0458408280488704,0.0497353133383688,0.233837272385423,0.0703481064876091,0.00156372506923246,0.000814961570519077,0.243642026447854,0.00511816870027233,0.255483222328091,0.00122862176633415,0.0132214623961663,0.00117652706458776,0.0019157651908623,0.015862278275699,0.000513047601793459,0.0114099774104684,0.00084033354537564
"enteroendocrine cell",0.0024880562566473,0.0249311634165495,0.0334903612832718,0,0.266714361327106,0.0609248876003502,0.0254790715420694,0.0924599927749616,0.0774245139349973,0.123297597181463,0.00570382231820626,0.103263922373276,0.140153629375875,0.00124402812832365,0.288118712691702,0.0794331280310034,0.153683030014311,0.215712297889381,0.0493788544647854,0.106988512069025,0.0743383808887664,0,0,0.345172188882519,0.213943603401923,0.114973071357241,0.169384863853517,0.0683306503905921,0.0831445945221542,0.0966693362890874,0.00124402812832365,0,0.138988509192766,0.0158549317846605,0,0.13694027419884,0.105114807048441,0,0.150999685090014,0.0535793291276361,0.0395616911732744,0.10786612891338,0,0.120730362176412,0.112449676355443,0.173582708955751,0,0.0192499618362782,0,0,0.0173961238418819,0.00124402812832365,0,0,0.0866140818121107,0.0168798055184699,0.0425994597588912,0,0,0,0.0363619648686474,0.0813310557274196,0.0392619606466336,0.0708333955047217,0.078253491397484,0.070129166892066,0.0112309689995947,0.0980859999981335,0.250560270565155,0.121726800111263,0,0.00932007598510275,0.159331500511082,0.00759917624678499,0.164466473425128,0.00577708772396965,0,0.044074186460255,0.0404712309402372,0.0183919292170915,0.00473645661755116,0,0.00413257199030847,0.0840510895407352,0,0.0280379335342795,0,0.0499097505881718,0,0.058619947551109,0.0123356328643362,0.0979731433932801,0.0995666818735302,0,0.00919625080743378,0.235127328223462,0.0614785250997628,0.122701802880905,0.00902839461446375,0.0977633785677219,0.0223072608173222,0,0.0903570094284267,0,0.0617487235416795,0.0307021544511517
"epidermal cell",0.00366510758612389,0.00131114517993223,0.0464334266697435,0,0.301423261952772,0.114374936245952,0.0869888150195448,0.179135483253259,0.0720453208048202,0.00431301476619826,0.0129616808296392,0.153324123230523,0.00307874029743336,0.0010743426677313,0.272324878312374,0.0839825757256518,0.0258011843866878,0.010610911792759,0.0138636224504289,0.0263466684385584,0.000333470228950495,0.000961584915822699,0.00125476718425194,0.378411905811331,0.214770940641045,0.147037034257835,0,0.000133388091580198,0.000133388091580198,0.108733444724214,0.278729254981283,0,0.0108270207803803,0.0581494937951178,0.00145342392610718,0.0407391268246585,0,0.0422703895148506,0.15440148891794,0.00242910428065622,0.0029451163365729,0.000200082137370297,0.00434963042412028,0.0811083038769538,0.241162935364898,0.206505172346882,0,0.00170408267607558,0.10277381556593,0.000372483744759086,0.110316194937071,0.00168261198897404,0.0305719357233199,0.0128180953315688,0.00713323988710841,0,0.206745417553158,0.000200082137370298,0.000133388091580198,0,0,0.124545406205874,0.180828554534143,0.0821082342926066,0.149783209907713,0.0797186328439162,0.0022102535575762,0.00292263232549454,0.218044807837103,0.0399800326307408,0.000133388091580198,0,0.00289668435063934,0.0146156884319571,0.00482583878173015,0,0,0.000372483744759084,0.130739585538583,0.032025639643761,0.0550270658553425,0.000333470228950497,0.000657468635886968,0.0475601026969688,0.00306335126912209,0.00183029388981062,0,0.0041859524696206,0.000133388091580198,0.0523666150910342,0.00261821052850412,0.00313317923959525,0.0835637622194197,0.19950489887625,0.00901218821290691,0.145927025347894,0.00811763433039887,0.0752935704456566,0.0585363166183834,0.0201885727131628,0.000666940457900994,0.000639259927919481,0.00437514104227726,6.66940457900989e-05,0.0077638314237315,0.00400639020177184
"epithelial cell",0.0514908894063083,0.0156509856228848,0.0865538358933573,0.00315675340237135,0.247811080814302,0.123283736766197,0.0393139768431286,0.200475445128953,0.180865033987795,0.0210972599129146,0.0466501290190023,0.120969482033794,0.0776198523732907,0.025585454932686,0.261617232077734,0.0601176532453771,0.0562179920084984,0.139243160417105,0.0851655576306244,0.0713005005427862,0.0294515784594531,0,0.0115867799594779,0.38430905651877,0.225347866021822,0.100867779670818,0.0953239451346461,0.00976129682781515,0.00125672897030811,0.0992516990352125,0.119642212835307,0.00195009230046187,0.026128864471152,0.133599468932828,0.00850008734251327,0.0732203887601933,0.00804261215741182,0.0106274258891744,0.0612058671182591,0.0292787344506762,0.0258778239564164,0.026046375675606,0.0178699062475856,0.0930964814038884,0.191912342367564,0.102834064256819,0,0.0104682512557714,0.0128611924008623,0.000349423621684716,0.042275345469173,0.0242086591788199,0.0409718844107892,0.0114492039930581,0.025878990513682,0,0.0965372393455095,0.000220461759521585,0.00444784045229969,0.000220461759521584,0,0.168352391606957,0.167290102065673,0.118629100290312,0.09794310846152,0.0633710799080411,0.0207097303285198,0.106711905159503,0.204270051672091,0.0885702955976834,0,0.000220461759521585,0.0181811566538671,0.0213134354588403,0.0995756636211187,0.0298112105429566,0.000511896353281467,0.0111468230821609,0.0621058515753333,0.138491546985876,0.0167195184539869,0.00469302711838668,0.0252218670238547,0.134273890108682,0.0279467804770437,0.022308039981863,0.00226136177189533,0.0956929205006057,0.00986599342466182,0.103115953106393,0.034442061559989,0.0686435971978612,0.133955875376599,0.0210068712291169,0.101104147415799,0.282698557239796,0.0379554666128071,0.0144868317434318,0.0587136862340209,0.102698732658571,0.0225854895776,0.0156309883175458,0.108445151623052,0.000901129249961144,0.0256006385749253,0.0135705732232857
"epithelial cell of large intestine",0.00134380547306472,0.00808740785043422,0.0227678896692181,0,0.251959452292991,0.105774983723669,0.0614096519299187,0.109114108997663,0.0809768612552267,0.105859667654667,0.0124802023630587,0.0533712943788918,0.0235524839383501,0.00151604590541517,0.249272141808606,0.0526868791333749,0.206467248654547,0.271206759719483,0.0595458050967924,0.00622093035155782,0.00153517595400247,0.000368910293097053,0.00112405194702213,0.354510127412428,0.164785660141778,0.0894013711384613,0.0961147044981322,0.0527196575462543,0.0658235334722381,0.0761911416443532,0.00273072901993041,0.00128179968839173,0.119519515105491,0.197118855723784,0.00204138537296067,0.000754800764347448,0.153072175537749,0.0054666907654334,0.113942592386398,0.0315034064254301,0.143349251507148,0.00211585244411301,0.0057230370491364,0.050657411638913,0.153085592705731,0.262582096463761,0.00126536110567775,0.00267253060872167,0.00370498524516186,0.000216161470854343,0.0150115792893936,0.00123374156658162,0.000778354092696426,0.000581332417638623,0.0268771825125866,0.00683822326818833,0.104363636330369,0.000291881472860977,0.000991818741529157,0.000145674043008788,0.00106063167086728,0.121391415389098,0.120493398117141,0.0799357829894539,0.086228166624499,0.0847979611814774,0.0407337529182493,0.0746627881618897,0.137392593079754,0.0555974609354449,0.000216161470854343,0.000976093749420007,0.00240216402765754,0.00213066800289493,0.161913144970646,0.00896140327026394,0.000407873695502788,0.122026976915631,0.00258255098483471,0.067122046173499,0.00095445028874074,0.000394478819607923,0.00465139312116323,0.166034168165466,0.00389349057054658,0.0110571910766746,0.000431518751763566,0.0284299323701435,0.00040977079600774,0.0594028288537075,0.0591152429144337,0.164941728686033,0.132957664147317,0.000863135127433906,0.000509339364966605,0.230522276934108,0.0211301123994615,0.188872170204391,0.00337502269133479,0.0266607777087974,0.000599035561294812,0.00116015313923406,0.0724753053882953,0.000288833334245933,0.0341543174154168,0.00289048088919561
"fenestrated cell",0.013432562272719,0.0129962857868331,0.022572588852214,0,0.0995635529984602,0.067873220163836,0.00238709215862258,0.104474241953448,0.120893394028257,0.00411464135448101,0.0317789234746451,0.0876687380403166,0.0146669490708543,0.0916264938284133,0.216013867663527,0.00273618200826251,0.000596773039655645,0.000596773039655645,0.269348984785371,0.272906383659508,0.00119354607931129,0,0.147945816391872,0.239526645885767,0.0895898292201193,0.0720156787875796,0,0.000596773039655645,0.0024884988182468,0.207854067039471,0.00119354607931129,0,0.00439602249887837,0.131020718915202,0.00559347317220558,0.0369589738545288,0,0.000596773039655645,0,0.113243797804791,0.0231198351431703,0.000596773039655645,0.000596773039655645,0.252384813482237,0.180991360540241,0.000596773039655645,0,0.143995022129968,0.00298386519827822,0,0.0224898566990639,0.151944740944501,0.0152685399515394,0.159182410715755,0.00329631285824242,0,0.00629869407133124,0,0,0,0,0.0737413299789757,0.183247526811912,0.0340768598702641,0.0158908409007136,0.0424208758804586,0.00604641907573871,0.0984077418061487,0.129914785328015,0.0101879884997592,0,0.000596773039655645,0.0271434180841075,0.000596773039655645,0.163812946154038,0.235574977946207,0,0.0141995704225559,0.00989997714464372,0.000596773039655645,0.00662457600623907,0.000945862889295577,0,0.000596773039655645,0.160157018729477,0.0733164998713125,0.0138328040772121,0.0176335149662894,0,0.287246685287512,0.0465671449681606,0.000596773039655645,0.00996295375923665,0,0.000596773039655645,0.316489439221751,0.0598453579308803,0.00277132817409554,0.0218280760411031,0.112045925405993,0.0844563101775042,0.00119354607931129,0.146267699678661,0.00179031911896693,0.000596773039655645,0.00711241141693443
"fibroblast",0.111134936477409,0.023960140952188,0.0330557389987919,0,0.14305212374155,0.0938760794605234,0.0302730218758243,0.179950953367606,0.167433583859691,0.0144974069179878,0.035866568348126,0.100947989156529,0.0906645744571762,0.114185268181333,0.291590572845983,0.0861165333603786,0.0117836950827007,0.00294592377067517,0.0931725373364537,0.219951551409262,0.028882892546349,0,0.0865974463172531,0.422371621483431,0.13809908742759,0.110960976838953,0,0,0,0.128129052223127,0.0514041908311213,0.0141403057191045,0.0207928366152182,0.101758218577058,0.0177847501728087,0.0390991253954334,0.117726549245541,0.0290661355148441,0.030132788801138,0.0163235831455447,0.0839697155821522,0.0038075512385892,0.0508267348207287,0.142846550472288,0.130815001436348,0.00963193169093158,0,0.034969451539744,0.139981759782962,0,0.0313076295713584,0.0719526867097068,0.120648700555095,0.0393441607638465,0,0,0.0763703997692073,0.00233458935325161,0,0,0,0.167155411667787,0.109995146916432,0.0736103875058298,0.0541063130438738,0.0597524527406897,0.050094553679488,0.149859970728567,0.233127156203282,0.0469538508353916,0,0,0.0523729941347161,0.0122040816730756,0.0778521813511799,0.117456638558259,0,0.0328989489854945,0.0375167217260736,0.0504408554263453,0.0504950505617212,0.0170517202090389,0,0.0151971555353769,0.152042596287091,0.0901549920236553,0.00646971615205732,0.048987123354272,0,0.154345723425911,0.0651118956853218,0.0787489403710397,0.0524579619181243,0.010173586593528,0.0389715894349601,0.254137378920498,0.0499317284819285,0.0278408120452889,0.0240745249150391,0.166815978912044,0.0734926718976263,0.0701006303337569,0.0855448128666019,0.00147296188533759,0.0127845433711176,0.00147296188533759
"granulocyte",0.00249705779863614,0.130509271392393,0.090645341712747,0,0.211977074792299,0.0141605113435645,0.0645008908944237,0.429173392602997,0.231428010456663,0.00997903176642678,0.0089256504244557,0.104899289492626,0.0108629531306486,0.00408418613084569,0.245358999804485,0.0558926825785069,0.00237324290214224,0.00218612021155277,0.00321176003056412,0.0385569152946416,0.0324822243683423,0,0.145099987153848,0.487342261876363,0.15417649662147,0.20510740594171,0,6.4085718968242e-05,0.000128171437936484,0.0275584919973432,0.00599875085844625,0,0.00076866676356031,0.0301179811771567,0.000895606347092493,0.00299722139460775,0.00130497125940642,0.102937966034338,0.000512685751745938,0.0951684079387982,0.0929824783532016,0.000486087775205872,0.00151964639350124,0.239927033468037,0.0990224187460568,0.0305566138830092,0,0.100340734941417,0.122336608835044,0.000128171437936484,0.150593737427743,0.102760504099641,0.00239030651516801,0.00160066974222445,0.00815828462199474,0,0.0321483665437588,0.000542128757343049,0.000128171437936484,0,0,0.0537432766672307,0.00524595976686157,0.0900538139545525,0.0182399412201614,0.0151347803378216,0.0114787004420784,0.00372367007851282,0.164425718793557,0.0191216403135014,0.000357916337269388,0,0.00260024719922345,0.000887298184382419,0.0538511339225058,0.000528574364696985,0,0.00994594640401582,0.00436090077235248,0.0838463256343666,0.0469335668295343,0.000448600032777694,0.00055017349417411,0.00162728491830859,0.155782877606194,0.110392206726118,0.00139788340657152,0.00073646366795571,0.000128171437936484,0.0901212944667463,0.00217057396808769,0.000931752445603315,0.0793000821416252,0.000833114346587148,0.0603366914162802,0.0317925827749932,0.00167335220866808,0.000971813686353138,0.00600673071590618,0.0205168679053686,0.0141322694395621,0.103229551500571,0.100791317784465,6.40857189682423e-05,0.000128171437936485,0.000459489798665806
